SampleID	Known_2	Known_3	Known_4	Known_5	Known_6	Known_7	Known_9	Known_10	Known_11	Known_14	Known_15	Known_16	Known_18	Known_50	Known_19	Known_20	Known_21	Known_22	Known_23	Known_48	Known_24	Known_25	Known_27	Data1_Unknown_1	Data1_Unknown_3	Data1_Unknown_5	Data1_Unknown_6	Data1_Unknown_10	Data1_Unknown_12	Data1_Unknown_18	Data1_Unknown_22	Data1_Unknown_26	Data1_Unknown_28	Data1_Unknown_29	Data1_Unknown_31	Data1_Unknown_32	Data1_Unknown_36	Data1_Unknown_41	Data1_Unknown_42	Data1_Unknown_43	Data1_Unknown_45	Data1_Unknown_46	Data1_Unknown_48	Data1_Unknown_50	Data1_Unknown_51	Data1_Unknown_53	Data1_Unknown_55	Data1_Unknown_57	Data1_Unknown_58	Data1_Unknown_59	Data1_Unknown_60	Data1_Unknown_61	Data1_Unknown_62	Data1_Unknown_63	Data1_Unknown_64	Data1_Unknown_65	Data1_Unknown_66	Data1_Unknown_67	Data1_Unknown_70	Data1_Unknown_71	Data1_Unknown_73	Data1_Unknown_77	Data1_Unknown_78	Data1_Unknown_80	Data1_Unknown_81	Data1_Unknown_82	Data1_Unknown_83	Data1_Unknown_84	Data1_Unknown_85	Data1_Unknown_86	Known_49	Known_30	Known_33	Known_35	Known_37	Known_39	Known_41	Known_42	Known_44	Known_45	Known_46	Known_47	Known_38	Known_32	Known_34	Known_36	Known_31	Known_40	Known_43
Sample_38	0.03134	0.7638	0.4193	1.069	1.67	-0.3385	0.17	-0.1573	-1.326	-1.138	-0.2989	-0.5903	-0.3319	1.919	2.807	1.534	1.919	2.108	1.036	-0.132	0.4193	0.3921	-1.495	0.4193	-0.05643	0.5978	0.3451	1.495	-0.1827	0.06899	0.6204	0.9641	0.9059	-1.24	-0.3651	0.7144	0.4399	0.03134	2.432	2.807	0.8687	1.645	0.4538	0.1067	-0.8687	0.9945	0.5903	0.3451	1.2	0.09414	0.8596	-0.9842	-0.8965	-0.01253	0.8506	-0.01253	0.4056	0.8064	-1.026	1.267	0.1764	1.08	-0.7306	-1.138	0.7225	-0.06899	1.005	-1.388	0.03134	0.0188	-0.1446	-0.8687	-1.78	0.8596	-1.036	0.0188	1.026	0.1257	0.4468	0.6204	0.2663	0.132	-0.6983	-2.108	-0.9443	-0.6983	0.1827	-2.432	-0.3921
Sample_103	-0.01253	-0.04388	-0.08156	-1.126	-0.4056	-0.9945	0.5316	0.6824	0.9059	0.5316	0.006267	0.08784	-0.7978	-0.8327	-1.015	-0.9443	-0.3921	-1.296	-1.163	-0.5607	-2.108	-1.78	0.2728	-2.241	-1.495	-1.115	-0.03134	-1.005	-1.326	-0.6204	-0.6357	-0.7892	-1.24	0.2083	-1.495	0.3055	-2.108	-0.2469	-1.67	-0.8151	-0.7144	-0.8687	0.433	-0.2598	-0.03134	0.2147	-2.432	-0.3252	-0.2147	-1.534	-0.3651	0.5316	-1.44	-0.234	0.4959	0.06271	-1.621	-1.78	0.2858	-0.2275	1.005	-1.845	0.3921	0.2989	0	0.4747	-0.4468	0.3121	-0.9641	-1.534	0.1193	0.3385	-0.1573	-0.6903	0.6745	-1.388	1.722	-1.534	0.4125	-0.08156	-0.2469	-0.8687	-0.151	-0.8506	-1.67	-1.422	-0.3451	-2.005	-1.047
Sample_104	-0.4261	-0.2989	-0.8687	0.4607	1.24	-0.2598	-1.576	-2.241	-2.807	0.7978	-0.1955	0.1827	0.5607	0.3252	0.5388	1.422	0.6824	0.4399	0.3518	-0.2598	1.78	1.047	-2.108	0.8151	0.3786	1.534	0.7471	2.108	0.9346	2.432	0.8687	0.1383	0.9443	-1.919	-0.1446	-0.1067	2.241	0.132	2.108	0.7225	0.6053	1.96	0.8965	0.4399	1.845	1.069	1.422	0.6903	0.4261	0.6666	2.005	-0.3385	-0.2858	0.3585	0.3385	1.422	2.432	1.67	-2.807	1.67	0.1764	1.44	-2.432	-2.807	0.3921	0.1193	0.628	-2.005	-0.4607	0.1067	-0.4468	-0.4468	-0.3385	0.006267	-0.6433	1.576	-1.296	0.4677	-0.6983	-0.132	0.7978	2.432	0.1383	-1.845	0.06899	1.457	1.621	0.3319	1.495
Sample_30	-0.3319	-0.8327	-0.5978	-2.241	-1.047	-0.7807	-1.919	-1.78	-1.845	-0.6511	-0.2728	-1.296	-0.628	0.1257	0.03761	-0.9249	-0.8871	-0.6983	-0.8327	0.3252	-1.069	-1.621	-0.17	-1.78	-1.621	-1.15	-0.9249	-0.4399	-0.4538	0.1827	-0.08156	-1.026	-0.8687	-0.2728	-1.555	-0.6357	-0.6357	-0.2728	-0.4607	0.17	0.05015	-0.9842	-1.069	-0.5316	0.4747	0.4056	-1.24	-0.4888	-1.326	-1.267	-0.7638	0.5903	-1.495	-0.3121	-1.2	0.1764	-0.3786	-0.8327	-0.3252	-0.8779	-0.1573	-1.08	-0.6903	-0.2598	-0.9443	-0.5461	-0.8327	-0.1573	-1.115	-1.138	-0.5172	0.8327	-1.188	-0.2858	1.919	-0.6511	-0.3719	0.06899	0.8327	2.108	2.108	1.67	0.7471	-1.722	0.09414	-0.2147	-2.241	-0.7638	-0.9443
Sample_130	-0.8779	-0.9641	-0.7471	-0.3989	-0.3121	-0.6666	-0.7306	-0.4888	-0.6511	-1.78	-1.919	-2.432	0.433	-0.5172	-0.4056	1.047	-0.6983	0.2211	0.3786	-1.026	2.005	0.9641	-2.005	1.163	1.919	-0.04388	1.919	-0.7978	1.67	-0.8327	0.3252	0.3121	0.9059	-1.267	-0.6053	1.457	1.282	-0.2989	0.8687	-0.5172	-1.188	0.7388	2.241	-0.5316	0.8687	0.8151	2.241	-0.5461	-2.807	-0.8506	-0.234	0.9059	-1.812	0.8871	-1.919	-1.457	0.8871	0.3651	-1.457	-0.1827	-0.01253	0.4261	-1.163	-1.621	-0.5029	-0.8327	1.2	-2.108	-0.5978	0.2211	-0.6511	2.807	0.5316	-1.188	-0.3055	-0.4747	-0.3385	0.8239	1.534	-0.3921	-1.213	-1.845	-0.6745	1.576	-2.241	-0.5828	1.356	-1.534	1.115
Sample_22	0.6824	0.6903	0.2728	-0.5461	-1.005	0.4677	0.1446	0.1383	0.03134	-1.227	-0.9443	-1.069	-1.388	0.2989	-0.9741	-0.7807	0.03134	0.7306	0.8151	0.4468	-0.9842	-0.7638	0.8151	-0.7978	-0.5101	-0.1891	-0.7807	-0.06899	-0.2598	-0.5903	0.3518	-0.7892	0.8239	0.9059	-1.356	-0.8965	-0.9945	-0.1446	-1.188	-1.047	-0.1004	-0.9059	-1.341	-0.5316	1.24	-0.4399	-1.296	-0.4888	-0.433	-0.8871	-0.7978	0.2083	-1.24	0.6588	-0.5029	-0.1193	-1.058	-0.5461	0.7978	-0.5754	-0.4125	-0.4747	0.7388	0.8327	0.7471	-1.422	0.8871	0.8151	0.5461	0.4468	0.6824	-0.1193	1.213	1.267	-0.5461	0.03761	0.2404	-0.7471	-1.126	0.5754	0.8506	1.24	-0.8871	-1.326	-1.115	-0.17	0.8416	-0.6511	-0.5461
Sample_61	0.9154	-0.8687	0.03134	0.6053	1.2	0.6204	0.05643	0.6588	0.5461	-1.495	-0.6357	-0.4261	-1.115	-0.9842	0.006267	0.5978	-1.422	0.06899	-0.5903	-0.4468	0.1446	-0.3853	0.8871	0.3121	-0.06899	-0.3585	-0.132	-0.5903	-0.5172	-0.234	-0.3786	-0.5172	-0.1067	0.6983	-0.1827	0.3518	0.234	0.4888	1.621	0.06271	0.1383	0.6204	-0.1257	-0.1446	0.9059	-1.036	0.132	-0.1446	-0.2469	-1.005	-0.3252	-0.9154	-0.3585	-1.092	-0.4888	0.8506	0.3518	-1.598	0.7471	-0.2858	0.7471	-0.7144	0.4747	0.7638	-0.6983	0.3786	-1.015	0.8687	0.04388	0.7144	-0.17	-0.6357	-0.5316	-0.2211	1.645	-0.06271	2.108	2.241	0.9154	-1.534	-1.621	-0.6666	-1.576	-1.534	-2.432	-1.356	0.1383	-1.78	-2.108
Sample_29	2.432	2.807	2.005	2.005	0.5978	2.005	2.807	2.807	2.241	-0.5244	-1.78	-0.9443	0.1067	1.213	2.005	0.1446	1.005	1.476	1.126	2.108	-0.8871	-2.005	1.845	-2.432	-1.78	-0.5244	0.08156	-1.356	-1.576	-2.005	-1.576	0.3585	0.1446	1.422	-0.7554	1.213	-1.67	-0.8327	-0.7306	1.751	0.4959	-0.3319	-0.234	-0.4747	0.08156	-1.422	-1.326	-0.5172	-0.3186	-1.78	-1.388	0.3252	-0.5754	-0.9059	-2.241	-1.047	-2.005	-2.241	1.722	-1.213	-0.6053	-1.267	1.67	1.722	2.807	-0.6433	0.4607	1.67	2.432	1.621	1.722	0.0188	0.17	0.9842	0.5172	-0.2019	-1.845	-0.5461	-2.108	-0.8871	-0.9249	-1.005	-1.24	-2.807	-0.2533	-0.9641	-0.2211	-1.311	-0.9641
Sample_123	0.2211	-0.5029	0.5029	1.576	1.919	0.6511	0.2211	0.7638	1.047	0.3518	-1.24	-0.9842	2.241	2.005	1.722	2.241	0.9842	1.722	2.108	1.163	1.138	2.241	-0.4399	1.476	1.326	2.108	1.621	1.555	2.807	0.2275	0.9249	0.4888	2.108	-0.3786	0.1067	2.005	0.8064	0.234	1.495	1.388	-0.6128	1.534	1.621	-0.7063	0.3921	-0.3121	1.267	-0.6983	0.4817	0.6357	0.9741	1.213	-1.026	0.1827	-0.05643	1.495	0.6204	0.8506	-0.4888	1.356	1.267	1.115	-0.8871	-0.5172	1.188	-0.3451	2.241	-0.3651	1.495	1.67	-0.5828	1.047	2.241	1.534	-0.2598	-0.6204	-0.4261	-0.4468	-1.621	-0.5607	0.08156	0.9641	-2.432	-1.115	-0.3651	0.4888	1.138	0.2019	1.026
Sample_168	-1.092	-0.6204	0.1067	0.09414	1.356	-1.069	-0.3921	0.03134	-0.6053	-1.296	-0.7722	-0.2728	-0.433	0.151	1.919	0.7978	1.356	2.432	1.188	-0.4888	0.4056	-0.6745	-1.845	-0.0188	-0.3921	1.069	0.4677	1.555	-0.05643	-0.3252	0.2083	-0.06271	0.6433	-1.163	-0.7554	-0.2469	0.1383	0.5316	0.7638	1.919	-0.8506	0.8064	0.3186	-0.2924	0.9741	1.188	0.9249	-0.01253	-0.6983	0.2793	0.7554	0.17	-1.2	0.4817	-0.9443	-0.9249	0.09414	0.2275	-1.422	0.9346	-0.1573	0.8687	-1.047	-1.457	-0.1004	-0.3651	1.296	-1.722	-0.1383	-0.6824	-0.7638	-0.01253	0.4888	1.163	-0.1637	-1.092	1.175	0.2469	1.919	1.67	1.722	1.457	-0.9542	0.8151	-1.188	-0.4468	0.4888	-0.2924	0.6511
Sample_73	0.1764	0.006267	-0.2211	0.2728	-0.6588	-0.8151	-1.115	-0.3921	0	0.5607	0.04388	-0.6128	2.432	-0.17	0.3786	0.4193	-2.17	0.1383	0.1193	0.3719	1.069	0.3055	-0.09414	1.388	1.069	0.7807	0.006267	-0.3385	0.4747	-1.254	0.1067	-0.4538	-0.1257	-0.2989	-1.092	1.047	0.1067	-0.9346	-0.3585	0.3651	-1.163	-0.1637	-0.1257	-1.645	0.0188	-0.4193	1.576	-1.388	-2.432	-0.2469	0.5316	-0.2275	-1.296	-1.163	-2.432	-1.296	-0.5029	-0.7892	-0.1446	0.2598	-0.4677	0.3853	0.1067	-0.113	0.03134	-0.04388	0.3786	-0.113	-0.1193	-0.06899	0.433	1.457	0.2598	1.092	0.6511	2.241	-1.67	0.2598	-1.092	-0.5754	-0.433	0.2275	0.2598	1.621	-0.5534	-0.8416	1.457	1.67	0.132
