SampleID	Known_38	Known_32	Known_34	Known_36	Known_31	Known_40	Known_43	Known_30	Known_33	Known_35	Known_37	Known_39	Known_41	Known_42	Known_44	Known_45	Known_46	Known_47	Known_49	Known_1	Known_2	Known_3	Known_4	Known_5	Known_28	Known_29	Known_10	Known_11	Known_50	Known_19	Known_20	Known_21	Known_22	Known_23	Known_48	Known_24	Known_27	Data2_Unknown_1	Data2_Unknown_2	Data2_Unknown_3	Data2_Unknown_4	Data2_Unknown_6	Data2_Unknown_7	Data2_Unknown_8	Data2_Unknown_9	Data2_Unknown_10	Data2_Unknown_13	Data2_Unknown_15	Data2_Unknown_17	Data2_Unknown_19	Data2_Unknown_23	Data2_Unknown_24	Data2_Unknown_25	Data2_Unknown_26	Data2_Unknown_28	Data2_Unknown_29	Data2_Unknown_32	Data2_Unknown_33	Data2_Unknown_34	Data2_Unknown_37	Data2_Unknown_38	Data2_Unknown_46	Data2_Unknown_47	Data2_Unknown_48	Data2_Unknown_49	Data2_Unknown_50	Data2_Unknown_52	Data2_Unknown_53	Data2_Unknown_55	Data2_Unknown_56	Data2_Unknown_59	Data2_Unknown_60	Data2_Unknown_61	Data2_Unknown_62	Data2_Unknown_63	Data2_Unknown_64	Data2_Unknown_66	Data2_Unknown_67	Data2_Unknown_68	Data2_Unknown_71	Data2_Unknown_73	Data2_Unknown_74	Data2_Unknown_77	Data2_Unknown_79	Data2_Unknown_80	Data2_Unknown_82	Data2_Unknown_83	Data2_Unknown_86	Data2_Unknown_87	Data2_Unknown_88	Data2_Unknown_89	Data2_Unknown_93	Data2_Unknown_94	Data2_Unknown_95	Data2_Unknown_98	Data2_Unknown_100	Data2_Unknown_101	Data2_Unknown_102	Data2_Unknown_105	Data2_Unknown_106	Data2_Unknown_107	Data2_Unknown_109	Data2_Unknown_110	Data2_Unknown_112	Data2_Unknown_113	Data2_Unknown_114	Data2_Unknown_117	Data2_Unknown_119	Data2_Unknown_121	Data2_Unknown_122	Data2_Unknown_123	Data2_Unknown_126	Data2_Unknown_128	Data2_Unknown_129	Data2_Unknown_130	Data2_Unknown_132	Data2_Unknown_133	Data2_Unknown_134	Data2_Unknown_136	Data2_Unknown_137	Data2_Unknown_139	Data2_Unknown_140	Data2_Unknown_141	Data2_Unknown_142	Data2_Unknown_143	Data2_Unknown_146	Data2_Unknown_147	Data2_Unknown_148	Data2_Unknown_149	Data2_Unknown_150	Data2_Unknown_153	Data2_Unknown_154	Data2_Unknown_155	Data2_Unknown_156	Data2_Unknown_157	Data2_Unknown_158	Data2_Unknown_159	Data2_Unknown_160	Data2_Unknown_161	Data2_Unknown_162	Data2_Unknown_163	Data2_Unknown_164	Data2_Unknown_166	Data2_Unknown_167	Data2_Unknown_172	Data2_Unknown_173	Data2_Unknown_174	Data2_Unknown_178	Data2_Unknown_179	Data2_Unknown_180	Data2_Unknown_181	Data2_Unknown_182	Data2_Unknown_183	Data2_Unknown_184	Data2_Unknown_185	Data2_Unknown_186	Data2_Unknown_187	Data2_Unknown_191	Data2_Unknown_193	Data2_Unknown_194	Data2_Unknown_195	Data2_Unknown_196	Data2_Unknown_197	Data2_Unknown_198	Data2_Unknown_199	Data2_Unknown_201	Data2_Unknown_202	Data2_Unknown_203	Data2_Unknown_206	Data2_Unknown_207	Data2_Unknown_208	Data2_Unknown_209	Data2_Unknown_212	Data2_Unknown_215	Data2_Unknown_216	Data2_Unknown_217	Data2_Unknown_219	Data2_Unknown_220	Data2_Unknown_221	Data2_Unknown_222	Data2_Unknown_223	Data2_Unknown_225	Data2_Unknown_226	Data2_Unknown_227	Data2_Unknown_228	Data2_Unknown_232	Data2_Unknown_234	Data2_Unknown_236	Data2_Unknown_237	Data2_Unknown_238	Data2_Unknown_239	Data2_Unknown_240	Data2_Unknown_243	Data2_Unknown_244	Data2_Unknown_245	Data2_Unknown_246	Data2_Unknown_247	Data2_Unknown_249	Data2_Unknown_251	Data2_Unknown_252	Data2_Unknown_253	Data2_Unknown_254	Data2_Unknown_255	Data2_Unknown_256	Data2_Unknown_257	Data2_Unknown_258	Data2_Unknown_259	Data2_Unknown_260	Data2_Unknown_261	Data2_Unknown_264	Data2_Unknown_266	Data2_Unknown_267	Data2_Unknown_268	Data2_Unknown_269	Data2_Unknown_270	Data2_Unknown_271	Data2_Unknown_272	Data2_Unknown_273	Data2_Unknown_274	Data2_Unknown_275	Data2_Unknown_276	Data2_Unknown_279	Data2_Unknown_286	Data2_Unknown_287	Data2_Unknown_288	Data2_Unknown_289	Data2_Unknown_290	Data2_Unknown_291	Data2_Unknown_292	Data2_Unknown_293	Data2_Unknown_294	Data2_Unknown_295	Data2_Unknown_296	Data2_Unknown_297	Data2_Unknown_306	Data2_Unknown_309	Data2_Unknown_310	Data2_Unknown_311	Data2_Unknown_312	Data2_Unknown_314	Data2_Unknown_317	Data2_Unknown_318	Data2_Unknown_319	Data2_Unknown_321	Data2_Unknown_323	Data2_Unknown_324	Data2_Unknown_325	Data2_Unknown_326	Data2_Unknown_327	Data2_Unknown_328	Data2_Unknown_330	Data2_Unknown_332	Data2_Unknown_334	Data2_Unknown_336	Data2_Unknown_337	Data2_Unknown_338	Data2_Unknown_339	Data2_Unknown_340	Data2_Unknown_343	Data2_Unknown_344	Data2_Unknown_345	Data2_Unknown_347	Data2_Unknown_348	Data2_Unknown_349	Data2_Unknown_350	Data2_Unknown_351	Data2_Unknown_352	Data2_Unknown_353	Data2_Unknown_354	Data2_Unknown_358	Data2_Unknown_359	Data2_Unknown_360	Data2_Unknown_361	Data2_Unknown_362	Data2_Unknown_363	Data2_Unknown_364	Data2_Unknown_366	Data2_Unknown_368	Data2_Unknown_369	Data2_Unknown_370	Data2_Unknown_374	Data2_Unknown_376	Data2_Unknown_380	Data2_Unknown_385	Data2_Unknown_386	Data2_Unknown_387	Data2_Unknown_390	Data2_Unknown_396	Data2_Unknown_398	Data2_Unknown_399	Data2_Unknown_400	Data2_Unknown_405	Data2_Unknown_413	Data2_Unknown_414	Data2_Unknown_415	Data2_Unknown_420	Data2_Unknown_421	Data2_Unknown_422	Data2_Unknown_423	Data2_Unknown_424	Data2_Unknown_427	Data2_Unknown_428	Data2_Unknown_430	Data2_Unknown_433	Data2_Unknown_434	Data2_Unknown_435	Data2_Unknown_436	Data2_Unknown_437	Data2_Unknown_438	Data2_Unknown_439	Data2_Unknown_440	Data2_Unknown_443	Data2_Unknown_446	Data2_Unknown_447	Data2_Unknown_448
Sample_1	0.761	0.3496	1.036	1.989	-0.4034	0.573	-0.1257	-0.07527	0.6745	0.7388	-0.1004	0.3496	0.9281	0.3853	-0.7171	-0.6128	-0.5148	-0.6745	-0.8779	0.1934	0.573	0.219	0.3142	1.126	1.383	0.9027	1.095	1.008	1.036	-0.9027	0.2533	-1.791	-1.095	-0.2447	0.9281	-1.263	-1.476	-1.476	-0.6745	0.04179	0.1425	-0.7388	-0.5437	0.9809	-1.341	1.244	-1.126	0.1764	0.6956	1.263	-1.713	-1.341	0.09204	-0.6537	-0.02507	-0.8536	-0.3853	-1.142	-1.301	0.2447	0.04179	-0.9809	-1.645	-0.3496	-1.713	-0.2361	0.685	-0.6745	0.3319	-0.573	-0.8298	-0.5534	0.1764	0.02507	0.8657	-0.6537	-1.383	-0.477	-0.3585	-0.477	-1.527	-0.3763	-0.2447	-0.4034	1.583	-0.3496	-0.3142	-0.1594	0.2104	-0.477	0.05015	0.05015	0.685	-0.9281	1.383	-0.04179	-0.3674	-0.5148	-1.383	0.573	-0.5928	-1.158	-0.4216	-0.761	0.7388	0.3055	-0.7171	-1.065	-0.2104	1.989	-1.095	-0.6537	-1.527	1.263	-1.527	-1.341	-0.4034	-0.4864	-0.06689	-0.8779	1.476	-1.192	-0.4584	-0.5828	-1.791	-0.9809	-0.5244	-0.3853	-1.428	0.5928	0.09204	-0.8779	-0.2793	-1.989	0.8779	-0.9027	0.3319	-0.6956	0.4125	-0.664	0.6956	-1.008	-1.989	-1.791	-0.6956	-0.8536	0.664	-0.6956	-1.158	-1.583	-0.7279	1.583	0.3055	-0.2019	-0.573	-0.1088	-0.4959	-2.326	0.04179	1.428	0.05852	-0.1764	-1.501	-0.6128	-0.8064	-1.263	-0.05852	0.3319	-0.7388	-1.989	0.8298	0.1172	-0.2793	0.7171	0.288	-1.476	-0.8298	0.2706	-0.008356	-0.09204	0.2793	0.7835	-0.3319	-0.3496	-0.1594	0.5534	-1.881	-1.881	0.1341	0.5437	-0.6537	-0.7388	0.477	-0.6537	0.1594	-0.5631	-0.07527	-0.761	0.1004	-0.3142	-0.09204	-0.2104	0.2275	0.3496	-0.2793	-1.095	0.9542	0.008356	0.1849	-0.04179	-1.341	-1.301	-0.4399	-0.3319	0.05852	1.383	-0.4399	-0.3496	1.301	0.8416	-0.2967	-0.6128	0.9809	-0.5534	-0.2793	0.01671	0.2793	-0.573	0.1764	-0.2104	-0.05852	-0.9027	-0.6128	-0.5148	1.192	0.04179	0.8902	-0.288	-0.1088	1.095	-0.2104	0.1257	-0.4125	-0.9281	0.5437	1.158	0.5828	0.4034	0.477	0.4959	-1.881	0.9027	0.05852	0.4216	-0.1425	0.4584	-0.2793	-0.534	1.263	0.9542	0.534	0.09204	1.095	0.5534	-0.534	-1.126	-1.989	-0.3142	0.6956	0.6537	-0.3585	-0.7388	0.07527	-1.095	-1.834	-0.9281	1.263	-0.5828	-0.4216	0.1088	-0.8779	-0.1679	-0.5928	0.1425	-0.9281	-1.095	0.9027	0.04179	-1.527	-1.008	-0.8779	-1.065	-0.9027	-0.288	-0.3496	-1.476	0.7499	-0.5534	0.07527	1.036	-2.128	0.02507	-1.158	-1.476	-0.008356	-0.6331	0.2361	-0.7835	-0.3055	-0.8536	-1.989	-0.761	-0.4034	0.4399	-1.383
Sample_135	-0.02507	0.1257	1.713	1.834	0.6537	-0.2275	-0.7499	-0.9542	-0.3763	1.301	0.8902	-0.6745	0.477	1.321	0.761	-0.8298	-0.4584	-0.7279	-0.5534	-0.7171	-1.476	-0.9674	-1.192	-1.713	-1.791	-2.128	-1.645	-1.476	-0.6128	-1.227	-1.036	-0.4677	-0.5928	0.3763	-0.3853	1.341	0.9809	0.7171	-0.8536	-1.008	-0.3407	-0.4959	-0.4216	0.9542	-2.326	-1.713	0.008356	0.8536	-0.1425	-1.713	0.6028	0.288	-1.791	-1.095	-0.1934	0.1425	0.3142	0.4125	-0.8064	-1.713	-1.527	-0.4216	-0.7171	-1.263	-0.9809	0.573	1.227	-1.095	0.9809	-1.051	0.761	-1.142	-1.428	-0.8298	2.128	-0.8657	-0.1594	0.09204	-0.8298	-1.301	0.2275	-0.6128	-1.645	0.2967	-0.6745	0.9542	0.323	2.326	-1.583	0.262	-1.428	-0.5148	1.428	-0.7388	-0.9542	-0.3853	-0.7835	-1.095	-0.219	-0.7388	-1.065	0.6745	1.881	-1.036	-1.583	0.4216	0.02507	0.5053	-1.476	-0.8064	0.573	-0.1088	-0.219	-0.9542	0.9542	-0.4399	-1.036	0.6331	0.7835	0.09204	-1.008	0.6128	-0.219	-0.4584	-0.8902	1.341	-1.713	0.4399	-0.07527	0.008356	0.1257	-1.263	0.02507	0.8064	-1.341	-0.2019	-0.4677	-0.8064	0.5148	-1.008	-1.341	-0.1172	-0.4584	2.326	0.9542	-0.4399	1.989	-1.036	-0.3142	0.2447	-1.126	1.036	0.3055	-0.8298	-1.476	-0.7499	-0.1425	-0.2019	-1.383	-1.989	-0.534	-0.4216	1.142	1.555	0.4584	1.192	0.1679	-0.3496	0.3319	-0.2447	-0.1257	-1.583	-1.341	-1.341	-1.022	-0.1849	1.301	-0.9154	1.301	-1.428	-0.1934	-0.3585	-1.713	-0.5053	-0.8298	-1.126	-0.2533	-0.2104	0.3407	-1.583	-1.126	-0.5534	-1.791	-1.158	-0.2104	-0.151	-0.6537	-0.9809	0.06689	-0.7835	-0.6537	-0.3674	0.8064	-0.8298	-0.3142	-0.6745	-0.03343	-1.341	-0.02507	-1.428	0.685	-0.9027	0.7063	-0.6956	0.1425	-0.8779	-1.036	-1.341	-1.192	-1.527	-0.8779	-1.036	2.128	-0.1425	-0.262	-0.6331	-0.534	-1.126	-0.6229	-0.7835	-0.8064	-1.111	-1.244	0.2706	-0.8298	-1.051	-0.05852	-1.301	-0.6331	-1.158	-1.209	-1.476	1.989	0.4959	-1.428	-2.713	-0.8298	-1.527	-0.3496	-0.1088	-0.5534	-1.227	-0.5828	-0.5534	-0.8298	-1.022	-0.008356	0.2275	-0.8779	-1.158	-1.989	0.3142	-1.613	-1.791	-1.095	0.3674	-0.4216	-1.301	-1.341	-1.095	-0.2104	-1.036	-1.111	0.5928	0.5244	0.7063	-1.065	-0.534	1.713	-1.428	0.7499	-0.04179	-0.1425	-1.476	0.761	0.008356	-1.158	2.713	0.4216	0.4584	0.3142	0.2447	0.8298	-1.036	1.383	0.04179	-0.3319	-0.9945	-1.428	-0.6745	-0.07527	-0.8298	0.9154	-0.3853	-0.8298	-1.158	-0.3142	-1.095	-0.05015	0.3853	0.2104	-1.126	-0.1849	-0.2104	-0.6128
Sample_82	-1.645	0.7388	0.05852	-0.1004	2.713	-1.301	0.4959	-0.6433	0.9154	1.428	0.1341	-1.065	-1.158	-0.4491	-0.573	-0.7835	0.03343	0.3407	0.818	1.428	-0.04179	0.02507	0.2275	-0.1004	-0.6331	-0.9809	-1.263	-0.8536	0.03343	1.158	1.126	1.008	1.126	0.9027	0.1257	0.7388	0.151	0.7388	0.3943	-0.01671	-0.1172	1.192	-1.095	1.791	-1.036	1.341	0.3496	0.573	-0.1594	-0.1425	0.7063	-0.6745	0.2793	0.07527	-0.1088	-0.4959	-0.09204	1.881	-0.1088	1.192	0.4216	0.262	1.008	1.613	0.09204	-0.6331	-0.2967	-0.1934	-1.065	-0.07527	0.9027	-0.04179	0.3853	0.9809	1.095	-0.2104	0.3496	-0.6128	0.6956	-0.5148	2.326	1.476	0.1257	-0.8064	-0.7171	-0.6956	-0.008356	-0.2447	0.9809	-0.7388	0.477	1.192	-0.4034	0.818	-0.7171	0.4034	0.5534	0.008356	0.9027	1.583	0.05852	-0.1594	-0.2275	-0.1764	-0.5534	0.6537	0.1679	-0.3142	0.1088	-0.7171	1.158	0.6956	1.095	-0.8064	0.6128	0.8064	0.9809	-0.7722	-0.2447	1.175	-0.6956	-0.6537	2.128	1.08	0.9281	0.6028	0.4125	-0.5148	1.282	-1.476	-0.008356	0.6229	0.8657	0.761	-0.4584	1.008	-0.2447	0.2104	-0.3674	0.262	0.2104	1.881	0.6745	1.095	1.008	-0.4034	0.07527	-0.1594	1.301	0.6745	-0.1934	0.02507	0.6331	0.5148	-0.4307	0.05852	0.151	1.08	0.6229	1.008	0.685	1.341	0.7722	-0.3142	0.4584	0.2104	1.142	-0.2447	0.3943	0.9674	-0.3674	0.9154	0.5534	-0.1594	1.175	1.192	0.8779	0.818	0.1594	0.1764	-0.1257	-0.1088	0.219	-0.05852	0.3496	-0.534	0.9945	0.9809	0.4307	-0.1425	-0.1934	0.01671	-1.095	-0.06689	-0.1764	0.4034	0.2019	-0.1088	0.02507	1.301	0.5148	0.2275	0.3319	-0.07527	-0.09204	1.095	-0.2967	0.5928	0.1849	0.04179	0.7722	0.7171	0.3674	-0.7171	-0.262	-0.6537	1.989	0.2275	-0.7835	-0.4584	0.4307	-0.07527	-1.095	0.3319	0.7063	0.04179	0.05852	-0.02507	0.573	0.5928	0.4216	-0.4034	-0.1257	-0.1934	-0.6537	0.573	-0.9809	-0.477	0.2447	-0.6745	0.2275	0.3319	1.065	1.126	0.02507	-0.8416	-0.1257	-0.3319	0.6956	-0.4677	0.2533	-0.573	0.08365	-0.3853	0.4034	0.7835	0.5534	0.4399	-0.6537	-0.6537	-0.1764	-0.07527	-1.881	-0.534	0.1764	1.881	0.1088	0.534	-0.6537	-0.4034	1.301	-0.1679	-0.2447	1.065	0.1594	0.9809	-0.6956	-0.1594	-0.4584	-1.008	0.1594	1.428	-0.2104	0.3853	0.1257	1.428	-0.573	1.583	-0.4959	-0.1849	-1.341	-0.7835	-0.4399	0.4034	0.2967	0.3055	-0.1594	-0.1172	-1.022	-1.583	0.1594	0.3674	0.685	1.713	0.2706	-0.2019	-0.1764	-0.1257	1.527	0.664	0.5534	-0.05852	0.5928	-0.5534	0.4034
Sample_136	-1.527	-0.05015	0.534	0.2104	1.583	-1.142	0.6956	0.4216	0.2019	-0.573	-0.008356	0.3674	-0.262	0.6745	0.5148	-0.5148	0.6128	-0.6128	-0.477	-0.3943	-0.7499	-0.3853	-0.9027	-0.5244	-1.095	-1.341	-1.527	-1.383	-2.128	0.05852	-0.5828	-0.02507	0.7171	0.02507	-1.158	0.9281	1.476	0.3142	-0.07527	-0.534	-0.4959	0.4959	-0.2706	0.05852	-1.065	1.881	0.1764	0.4399	0.4959	-1.036	0.01671	0.6537	-0.8779	1.476	-0.6331	1.428	0.02507	0.262	-0.1764	-1.158	-1.158	0.4584	0.477	-1.227	-0.3055	-0.9281	-0.9281	0.6956	-1.008	1.065	-0.02507	1.095	-0.6745	0.573	1.932	1.263	-0.09204	0.3674	0.323	1.383	0.7388	0.2967	-1.175	0.2275	-1.263	0.8064	0.8536	0.9281	-1.095	-0.8902	-1.209	-0.008356	-0.8298	-0.2706	-1.192	0.4864	0.4959	0.6537	0.008356	0.09204	0.8064	0.5534	-0.3142	0.9674	-0.9027	-0.6028	0.5534	0.5828	-1.126	-0.9809	-0.4399	0.6331	0.2967	-1.227	1.301	0.1679	-0.4959	0.7835	0.761	0.1088	-1.065	0.2361	0.9809	-0.7835	-1.192	0.5631	-0.4584	0.4584	0.4216	-0.008356	-0.6745	0.08365	-0.5928	-0.05852	-0.8779	0.3585	-0.4677	0.9542	-1.282	1.158	-0.3585	-0.1934	0.05015	1.583	0.5148	-1.383	-0.323	0.8298	0.02507	-0.5928	0.7835	0.5148	0.1934	0.2967	1.645	-0.3142	0.1257	0.02507	-0.6745	-0.1088	0.07527	0.219	1.362	1.244	-0.761	0.8536	1.008	-0.3674	0.1934	0.6028	-0.008356	-0.9027	-0.7388	-0.4584	-0.6028	-0.5631	0.9281	-0.3674	0.1764	-0.9542	-0.6956	-0.2967	-0.9281	-0.7835	0.4216	-0.9809	0.1004	0.2104	0.2019	-0.8298	0.7171	-0.3319	-1.713	0.9945	-0.7388	-1.036	-0.7171	1.175	1.008	0.5928	-0.4216	0.8536	-0.7835	-0.4584	-0.6745	0.6128	0.07527	-0.8298	0.1849	-0.9542	0.573	-0.6128	0.06689	-0.8298	-1.227	-1.192	-0.534	-0.7835	-0.573	-0.8536	-0.7279	0.9674	-1.065	-0.9027	0.1934	-0.7388	-0.7835	0.8657	0.6956	0.7949	0.07527	0.6537	1.362	0.4584	-1.301	-0.6537	-1.192	1.428	-1.301	-1.095	-0.7171	-0.9281	-0.2793	0.3319	-1.065	-1.065	-1.08	-0.8064	-0.4959	-0.7388	-1.263	-0.9027	-0.6537	-0.3142	0.1257	-0.3142	-0.02507	-0.4216	-1.126	-0.8298	-0.8298	0.534	-1.227	-1.428	0.4584	-0.573	0.04179	-0.6956	-0.9809	-0.6331	-0.2447	0.7722	-1.583	0.262	-0.818	1.036	-1.008	0.7279	0.1088	-1.036	-0.08365	0.4677	-0.1679	-0.9542	-0.5928	-0.1257	-0.8779	0.3496	0.5148	0.9281	-0.02507	2.326	0.262	-0.1088	-0.8064	-0.288	-0.262	1.301	-1.095	-1.713	-0.262	0.4959	1.022	0.3943	0.2447	0.6537	-0.1594	0.9809	-0.09204	0.2793	-0.2793	1.036	1.713	-0.9027	0.06689
Sample_31	0.01671	-0.6331	-1.341	2.713	-0.4216	0.6537	2.713	-0.8298	-0.1594	2.475	0.6229	-1.126	0.3853	0.1088	-0.4584	-0.6956	0.6745	1.791	1.713	-0.1172	-2.713	-2.713	-2.713	-0.5534	-0.6956	-1.791	-1.428	-2.713	-1.713	-0.8064	0.5053	0.2793	1.227	1.989	-1.08	0.4399	2.128	-0.4307	-2.326	-2.713	-2.713	2.326	1.881	1.095	-0.3674	-1.126	0.7388	-1.527	-0.09204	0.7171	-0.9281	-1.791	-2.713	-1.192	-1.036	-0.9027	-1.008	0.5534	-0.1257	2.713	1.881	-0.6956	1.713	-2.326	0.6128	-2.713	-2.713	-1.263	1.583	-1.158	-2.326	-1.341	1.209	-1.341	-0.4959	-1.263	0.4959	-2.128	-0.9542	-1.227	-0.3763	-0.477	2.713	-1.989	-1.227	-1.645	-0.8416	-2.326	2.713	0.2967	1.932	0.6331	-2.326	0.05852	-2.326	-0.6331	-0.9027	-1.263	0.2447	2.326	-1.301	2.128	-2.713	-1.383	-2.326	-1.583	1.713	1.583	1.791	-1.192	-0.1594	2.713	-1.583	-1.791	2.128	-1.881	0.262	-1.791	1.989	0.685	-2.128	1.476	-0.3496	2.128	0.2275	0.477	0.534	-2.128	-0.9027	0.6745	0.5148	0.9809	1.321	1.192	-2.713	-1.301	-0.6956	-1.08	1.095	-1.227	-1.192	2.128	1.158	2.128	0.4399	-0.03343	-2.326	-1.341	-0.5148	1.036	-1.383	-1.036	1.405	-0.8779	-1.263	0.08365	-1.645	1.791	0.7949	0.7835	0.09204	0.2967	1.932	2.713	-1.192	1.036	0.6331	-2.128	1.583	1.126	-0.262	1.645	-0.06689	-0.5534	0.9027	0.5437	1.192	1.227	0.6331	-2.713	-1.192	-0.3943	1.428	0.04179	-0.9027	-0.9542	0.9945	1.321	0.477	-2.713	-1.341	-1.791	-2.326	-1.341	1.583	1.126	0.6229	-1.263	1.791	-0.6745	0.1764	0.5148	-0.6956	-2.713	-2.713	0.7835	-0.262	1.301	0.7499	1.476	1.989	-1.065	-0.02507	-0.5534	-2.128	-2.713	-0.3142	1.126	-2.713	-2.713	-2.326	-1.175	-0.9411	1.008	0.5928	0.6331	2.713	-1.383	2.713	-1.301	-0.8657	-1.383	-1.244	0.8779	-1.713	0.9281	-2.326	-0.8779	-0.02507	-2.326	1.008	2.326	1.301	1.263	-2.713	-1.527	-1.713	-1.583	2.326	0.4216	0.01671	-2.713	0.3853	-0.5928	-0.9281	1.527	-0.9809	1.476	-1.989	-2.713	0.2447	1.501	-1.613	-1.282	-1.227	2.326	1.428	-0.6229	-2.713	-2.128	-1.583	-1.301	-0.664	-0.3142	1.341	1.713	-2.326	-1.341	2.216	-2.713	-0.4959	-0.8779	0.664	2.713	-1.405	-2.128	-2.713	0.6331	0.7388	1.583	1.383	1.989	-0.2793	-2.326	-0.6956	0.4216	-0.3319	-1.227	-1.476	-2.128	0.9945	-0.7171	0.1257	0.1004	-0.8064	-1.383	0.6433	-1.244	1.282	-0.7949	-0.534	-1.301	-1.713	-0.3585	-0.7388
Sample_62	2.128	0.1425	-0.4399	2.326	0.8779	-0.8536	2.326	-0.1934	0.7388	-1.428	-0.3943	-1.501	-0.3496	-0.9809	-1.126	-0.04179	0.4584	0.1257	-1.158	-1.713	-0.3142	-0.6028	-0.5244	0.1764	0.1934	-0.8536	-0.262	-1.036	-0.05852	-0.1764	-0.323	-0.05852	0.6537	1.008	-0.1764	0.6331	-0.02507	-1.095	-0.1425	-0.05852	1.022	0.05852	-0.7388	0.7949	0.1849	-0.4959	1.095	0.1172	0.1257	0.2967	-0.6128	-1.158	-0.3674	1.527	1.428	0.9281	-0.05852	0.3763	1.095	1.095	0.3853	0.6331	0.5534	-0.8779	-0.262	-1.095	-2.326	0.9411	-1.881	1.192	-0.1257	1.142	0.8779	-0.4034	1.527	1.613	-0.3496	-1.583	0.1088	0.6956	1.158	0.6537	1.126	-1.428	-0.3674	0.262	-0.5437	-1.126	0.8064	-0.573	0.3853	0.1425	-1.989	-0.4125	-0.3496	0.2447	0.151	1.036	-0.01671	1.881	1.301	0.9542	-1.476	1.095	-0.2104	0.761	0.8536	1.065	0.9411	-0.3142	-0.2793	1.527	0.6433	-0.3142	-0.09204	0.573	0.9542	-1.227	0.9027	0.477	-0.3496	1.065	1.065	-1.126	-0.4216	-0.2275	0.1004	-1.209	0.685	0.3674	1.476	-0.2447	-0.9027	0.534	-0.3674	0.4959	0.06689	1.008	-0.6028	1.301	-0.2275	-1.881	-0.8779	-0.9809	-0.5928	-0.05852	-1.341	1.022	-0.8298	-0.685	0.8657	-1.989	0.9809	0.06689	1.008	0.323	-0.2793	-1.227	0.7171	1.158	0.3674	-0.534	0.5148	0.9674	-0.5928	-0.262	0.4034	1.301	-0.01671	-0.1088	-0.09204	0.7063	0.2447	0.573	-0.1257	-0.1088	-0.534	0.04179	0.534	-0.2793	1.383	1.881	0.9411	1.022	0.1594	0.4584	0.2104	0.2967	-0.5828	-0.262	0.9027	0.6331	-0.4399	1.476	-0.2447	0.8779	1.451	0.9945	0.4677	-1.989	-1.341	0.1594	-0.9027	-0.534	0.4959	0.4491	-0.07527	0.4491	-0.7279	0.9281	-0.323	-0.2104	-0.7835	-0.9809	1.192	-0.6331	0.2104	0.9411	-0.2967	-0.262	0.09204	1.036	1.301	0.7835	0.1764	1.428	0.6537	1.158	1.791	0.761	-0.1172	1.095	0.9281	0.3142	-0.2447	0.4216	-1.036	0.4125	-0.04179	-0.2793	0.9411	1.036	0.5244	0.7279	-0.4399	-0.7388	-1.881	-1.036	-0.6331	0.1594	-0.2275	-0.2275	1.051	-0.4399	-0.1088	0.1679	-1.008	-0.7388	-0.2967	-0.1764	0.6331	1.428	-0.6745	-1.158	0.7388	-1.881	-0.6745	-0.04179	0.02507	-0.07527	0.4125	0.9945	-1.209	-0.8064	-0.9154	-0.9809	-0.1934	0.5534	0.2104	-1.263	-1.341	0.8416	0.4216	0.9809	-0.3853	-0.09204	-0.1257	0.07527	-0.262	0.6745	0.1764	0.9411	-1.405	-0.288	-0.8779	-1.175	1.791	1.263	-0.761	-0.2793	-1.645	0.2447	-0.4399	0.4216	-0.09204	0.7722	0.9809	0.9281	0.05852	-0.1594	-1.476	0.9154	1.583	-1.095	0.2793
