SampleID	Data1_Unknown_159	Data1_Unknown_132	Data1_Unknown_191	isoleucine	Glycodeoxycholate	Data1_Unknown_192	Data1_Unknown_50	Data1_Unknown_41	Data1_Unknown_161	Data1_Unknown_153	succinate	Data1_Unknown_102	Data1_Unknown_146	Data1_Unknown_28	Data1_Unknown_182	Data1_Unknown_193	Data1_Unknown_3	pantothenate	Data1_Unknown_69	Data1_Unknown_88	Data1_Unknown_194	Data1_Unknown_111	Data1_Unknown_199	Data1_Unknown_44	Data1_Unknown_136	Data1_Unknown_68	lysine	Data1_Unknown_39	Data1_Unknown_95	Data1_Unknown_90	Data1_Unknown_21	Data1_Unknown_179	Data1_Unknown_184	Data1_Unknown_91	Data1_Unknown_139	Data1_Unknown_84	Data1_Unknown_142	Data1_Unknown_94	Data1_Unknown_158	Data1_Unknown_93	Data1_Unknown_174	Data1_Unknown_30	Data1_Unknown_83	Data1_Unknown_55	Data1_Unknown_35	Data1_Unknown_79	aminoisobutyric_acid	Data1_Unknown_122	proline	Data1_Unknown_100	Data1_Unknown_77	hydroxyproline	Data1_Unknown_188	Data1_Unknown_37	carnitine	Data1_Unknown_167	Data1_Unknown_197	Data1_Unknown_9	Data1_Unknown_56	Glycolithocholate	Data1_Unknown_23	Data1_Unknown_200	Data1_Unknown_24	Glycochenodeoxycholate	Data1_Unknown_196	Data1_Unknown_76	Data1_Unknown_67	Data1_Unknown_5	Data1_Unknown_108	Data1_Unknown_66	ornithine	creatine	pentose_monophosphate	Data1_Unknown_152	Data1_Unknown_134	Data1_Unknown_31	Data1_Unknown_8	Data1_Unknown_131	Data1_Unknown_61	Data1_Unknown_190	Data1_Unknown_170	Data1_Unknown_183	leucine	Data1_Unknown_124	Data1_Unknown_6	Data1_Unknown_59	Data1_Unknown_51	Data1_Unknown_43	Data1_Unknown_141	Data1_Unknown_143	Data1_Unknown_32	Data1_Unknown_198	Data1_Unknown_125	Data1_Unknown_137	Data1_Unknown_2	Data1_Unknown_147	Data1_Unknown_96	Data1_Unknown_151	Data1_Unknown_109	Data1_Unknown_12	Data1_Unknown_40	Data1_Unknown_164	Data1_Unknown_119	uridine	Data1_Unknown_14	Data1_Unknown_17	Data1_Unknown_45	Data1_Unknown_175	Data1_Unknown_86	Data1_Unknown_26	arginine	uracil	2-phosphoglycerate	Data1_Unknown_64	Data1_Unknown_162	Data1_Unknown_65	Data1_Unknown_11	Data1_Unknown_168	Data1_Unknown_123	Data1_Unknown_165	Data1_Unknown_144	Data1_Unknown_4	Data1_Unknown_48	Data1_Unknown_27	Data1_Unknown_80	Data1_Unknown_115	Data1_Unknown_185	pyroglutamic_acid	Data1_Unknown_106	Data1_Unknown_169	Data1_Unknown_46	Data1_Unknown_189	Data1_Unknown_98	Data1_Unknown_155	Data1_Unknown_104	Data1_Unknown_157	Data1_Unknown_163	Data1_Unknown_49	Data1_Unknown_110	Glycocholate	8.11.14-Eicosatrienoic_acid	Data1_Unknown_19	Data1_Unknown_150	Data1_Unknown_103	glutamine	Data1_Unknown_176	Data1_Unknown_195	Data1_Unknown_156	Data1_Unknown_25	Data1_Unknown_53	Data1_Unknown_82	Data1_Unknown_57	Data1_Unknown_89	alpha-ketoglutarate	phenylalanine	Data1_Unknown_74	Data1_Unknown_138	1-methylnicotinamide	Data1_Unknown_63	Data1_Unknown_187	Data1_Unknown_15	Data1_Unknown_58	Data1_Unknown_73	Data1_Unknown_34	Data1_Unknown_121	Data1_Unknown_99	Data1_Unknown_1	Data1_Unknown_70	gentisate	Data1_Unknown_47	Data1_Unknown_42	Data1_Unknown_36	Data1_Unknown_171	Data1_Unknown_29	Data1_Unknown_181	Data1_Unknown_13	Data1_Unknown_133	Data1_Unknown_178	Data1_Unknown_130	Docosahexaenoic_acid	Data1_Unknown_128	Data1_Unknown_160	Data1_Unknown_173	Data1_Unknown_16	Data1_Unknown_72	Data1_Unknown_10	lactate	Data1_Unknown_117	Data1_Unknown_38	Data1_Unknown_116	Data1_Unknown_92	Data1_Unknown_62	Data1_Unknown_177	Data1_Unknown_97	oxalate	Data1_Unknown_33	thiamine	Data1_Unknown_81	Data1_Unknown_126	Data1_Unknown_135	Data1_Unknown_120	Data1_Unknown_20	Data1_Unknown_101	Data1_Unknown_114	Data1_Unknown_71	cytosine	asparagine	Data1_Unknown_112	Data1_Unknown_85	Data1_Unknown_166	Data1_Unknown_180	Data1_Unknown_149	Data1_Unknown_154	Data1_Unknown_127	acetylcholine	Data1_Unknown_78	Data1_Unknown_18	Data1_Unknown_52	Data1_Unknown_145	Data1_Unknown_140	kynurenic_acid	Data1_Unknown_22	Data1_Unknown_129	Data1_Unknown_87	Data1_Unknown_118	Data1_Unknown_60	Data1_Unknown_148	Data1_Unknown_113	Data1_Unknown_7	Data1_Unknown_186	Data1_Unknown_75	Data1_Unknown_172	Data1_Unknown_105	Data1_Unknown_54	Data1_Unknown_107	Data1_Unknown_247	Data1_Unknown_256	Data1_Unknown_258	Data1_Unknown_239	Data1_Unknown_253	Data1_Unknown_251	Data1_Unknown_271	Data1_Unknown_268	Data1_Unknown_278	Data1_Unknown_281	Data1_Unknown_245	Data1_Unknown_254	Data1_Unknown_264	Data1_Unknown_242	Data1_Unknown_236	Data1_Unknown_282	Data1_Unknown_261	Data1_Unknown_276	Data1_Unknown_257	Data1_Unknown_270	Data1_Unknown_284	Data1_Unknown_246	Data1_Unknown_259	Data1_Unknown_262	Data1_Unknown_250	Data1_Unknown_269	Data1_Unknown_266	Data1_Unknown_267	Data1_Unknown_237	Data1_Unknown_244	Data1_Unknown_241	Data1_Unknown_255	Data1_Unknown_243	Data1_Unknown_280	Data1_Unknown_272	Data1_Unknown_265	Data1_Unknown_279	Data1_Unknown_263	Data1_Unknown_274	Data1_Unknown_283	Data1_Unknown_238	Data1_Unknown_275	Data1_Unknown_248	Data1_Unknown_240	Data1_Unknown_277	Data1_Unknown_249	Data1_Unknown_252	Data1_Unknown_260	Data1_Unknown_285	Data1_Unknown_273
Sample_13	1.227	0.7388	-0.2793	-0.2533	0.8064	0.7388	0.1257	1.341	0.1764	0.8779	0.2793	1.036	1.476	0.5534	0.4959	-0.2793	0.1257	1.476	0.2793	0.8064	0.1764	0.4399	0.1257	0.2275	0.3319	0.3853	0.2793	-0.7388	0.5534	0.2793	0.6128	0.2793	0.8064	-0.7388	0.3853	1.881	0	0.3853	0.8064	0.6128	-0.8779	-0.7388	1.341	-0.2275	0.3853	0.02507	-0.6745	0.1257	0.7388	1.036	-0.8064	0.4125	-1.751	1.476	-0.7388	0.2275	-0.3319	0.4399	-0.5534	-1.341	-0.02507	0.4399	-0.3319	-1.476	0.6745	-0.1257	-0.5534	-0.1257	1.126	0.4959	0.4399	0.6128	0.7388	0.4959	-0.6745	0.8416	0.7388	0.3853	0.2793	0.07527	0.2275	0.2275	0.1257	-1.476	0.2275	0.5534	0.6128	1.036	-0.1764	1.036	0.2793	0.3319	0.4677	0.3853	0.1257	0.2793	0.07527	0.8779	-0.07527	-0.4399	0.4959	-0.2793	-0.07527	0.7388	0.4399	-0.02507	-0.8064	-0.8064	0.3853	0.3319	1.341	0.3319	-0.4125	0.4399	0.2793	0.2275	0.6745	0.3853	0.3319	0.4959	-0.8779	1.227	0.1257	1.645	0.1257	-0.5534	1.175	-0.2275	-0.3853	1.476	0.1257	0.4399	0.7388	0.07527	0.2275	0.07527	-0.2275	-0.07527	-0.7722	-0.6128	1.341	-0.6745	0.1764	0.07527	1.645	-0.2275	0.4959	1.341	-0.3853	-0.3853	0.8779	-0.1764	-0.07527	0.5534	0.6128	0.07527	0.4125	-0.1764	0.3853	0.3319	-0.3853	0.2275	0.2275	-0.6745	1.341	0.3853	0.6128	0.1257	0.3319	0.5534	-0.02507	0.5534	0.1257	-0.6128	0.4959	0.6745	-0.1257	0.4959	0.02507	0.7388	1.036	-0.1257	-0.4399	0.3055	-0.2275	-0.1257	0.1257	0.2793	-0.1257	0.3853	-0.2793	0.4959	0.8064	0.2793	0.3319	1.881	0.1257	-0.2275	0.07527	0.8779	0.3319	0.3853	0.5534	0.2533	0.4125	-0.151	-1.036	-2.326	0.3319	-1.227	-0.9542	-1.227	-1.645	-1.341	0.9542	0.1004	0.9542	1.227	0.1764	0.02507	-0.6128	0.8064	-0.9542	1.881	0.4959	1.341	-1.341	0.9542	0.8779	-0.05015	0.2793	-0.6745	-0.07527	1.645	0.2793	-1.036	0.1764	1.476	0.07527	-1.881	-0.4399	-0.7063	-0.4959	-1.227	1.126	-1.881	-0.4399	-0.5534	0.4959	-0.1764	-0.8779	-0.1764	-0.3853	-1.227	-0.6128	0.2275	-0.6745	-0.3853	0.6128	0.2275	-1.476	-1.476	-1.126	1.227	-0.2019	-1.881	0.1257	-0.4399	-0.7722	0.3585	-0.4399	0.9154	0.3055	-0.7388	0.7388	0.4677	-0.3853	1.881	0.4399	-1.645	1.126	1.227	-1.036	-1.227	-0.1764
Sample_44	0.1764	-1.881	1.341	0.8064	0.4959	0.3319	-0.02507	0.4399	-0.3853	0.1257	-0.02507	-0.2275	-0.6128	-0.07527	-0.3319	-0.4399	-0.1004	0.1257	-0.4959	1.227	-0.8779	0.6128	0.2275	0.2793	-0.02507	0.2275	0.4399	0.02507	0.1764	0.1764	0.2275	-0.07527	0.6128	-0.2793	-0.2275	0.8064	0	-0.2793	0.8779	1.227	0.07527	-0.2793	-0.4399	0.2793	1.126	0.7388	0.07527	-0.02507	-0.1764	1.126	-0.07527	-1.645	0.9945	1.341	-0.02507	-1.036	0.6745	-0.8064	0.07527	1.476	0.8064	0.8779	-0.1004	-0.3853	0.6128	0.8779	0.07527	-0.02507	1.036	0.6128	0.1764	0.9542	-0.6745	1.881	-0.1257	0.5534	-0.8064	-0.8064	-0.1004	0.5534	-0.2793	-1.036	-0.9542	-0.5534	-0.9542	0.4399	0.8064	0.7388	0.5534	0.3319	-1.645	-0.02507	-0.1257	-0.4399	-0.6745	-0.02507	0.2019	-0.5534	0.5534	0.5244	-0.1764	0.1257	0.2793	-0.3853	-0.1764	0.07527	0.1764	0.9154	-0.1764	-0.7388	-0.5828	-0.3319	0.5534	0.8064	-0.3853	-0.3853	0.7388	0.6745	-0.9542	-0.2793	-0.6128	-0.8779	0.5534	1.341	-1.126	-0.1257	0.9542	0.2793	0.02507	0.4959	0.8064	-0.02507	0.9542	1.036	-0.9542	-0.1764	0.2275	0.6128	-0.2019	-0.3319	0.6745	-0.2533	1.341	-0.4959	1.126	0.3853	0.4399	1.645	1.341	-0.4399	0.4399	-1.036	-1.036	1.036	0.2793	0.1257	-0.9542	-0.07527	-0.8779	-0.2793	0.1764	1.126	0.1764	-1.08	1.126	0.4399	0.1257	-0.8064	-1.227	0.02507	-1.126	-1.036	-1.476	0.3319	-0.8779	-0.8779	-0.7388	1.036	-0.8064	0.1764	-0.1764	1.036	0.3853	-0.4399	-1.036	-0.07527	0.02507	1.227	-0.2275	-0.3319	-1.227	-0.8416	0.2793	-0.3319	0.02507	0.4399	-0.1004	0.7388	-0.1257	0.2275	-0.9542	-0.7388	-0.3055	2.326	-0.3319	-0.4959	-0.2793	-1.227	0.6128	0.6745	-0.4399	0.8779	-0.6128	0.3853	-1.036	0.4959	-2.326	-0.7388	1.341	0.2793	0.1764	2.326	-0.07527	-0.9542	2.326	-0.3319	-0.6745	2.326	-0.6745	1.881	0.9542	-0.8779	1.881	2.326	0.9542	-0.2275	-0.07527	-1.227	-0.4959	-0.8779	-1.555	-0.151	-0.6745	1.227	-0.8779	-0.3319	-0.9542	-0.1764	-0.1257	-0.6128	-1.341	-0.02507	-0.5534	-1.036	1.341	-1.227	1.341	0.3853	0.8779	-0.7388	-1.126	-0.6128	0.5534	1.645	-0.5534	1.126	-0.5534	-0.02507	-1.405	0.2793	0.4399	0.3853	0.6745	-0.5534	-0.4399	1.476	-0.6745	1.645	-1.126	-1.227	-1.036	0.02507	1.645	-1.036	0.3319
Sample_39	-0.8064	0.07527	-0.1764	0.1764	0.3319	0.1257	0.2275	0.9542	0.3853	-0.02507	0.1257	-0.02507	0.5534	0.2533	0.2275	-0.1764	0.4399	0.5828	0.1764	0.7063	-0.2793	1.476	0.3319	0.1257	0.1764	-0.07527	0.1764	-1.645	0.2275	0.4399	0.8064	0.4399	0.8779	-0.9542	-0.02507	0.6128	0.3319	0.4959	0.7388	-0.1257	-1.881	-0.9542	0.4399	0.6745	-0.2793	0.2793	-0.9945	0.02507	-0.3853	0.6128	-1.341	-0.4399	-0.4959	1.126	-1.341	-0.2793	0.9542	0.07527	-0.8779	-0.3853	0.2275	0.6745	-0.8064	-2.326	0.1257	0.6128	-0.8779	-0.3853	0.8064	0.8779	-0.2793	0.07527	0.4399	0.5534	-1.227	1.227	0.6128	0.5534	-0.8779	0.02507	-0.6128	-0.2793	0.3319	-0.9542	-0.4399	0.3319	0.5534	-0.07527	0.4399	0.6745	-0.4959	-0.4677	-0.7388	0.5534	0.02507	1.227	0.2793	0.2793	0.1764	-1.126	0.6128	0.4959	-0.2793	0.3055	-0.6745	0.3853	-0.1257	-0.2019	-0.5534	-0.07527	0.5534	-1.036	0.2275	0.5244	0.3319	0.6745	0.3853	0.4399	-0.3585	-0.3585	-1.476	0.7388	-0.3853	1.036	-0.4959	0.6128	-0.3319	0.1764	0.2533	1.227	0.2275	-0.3853	0.4959	0.6128	-0.3853	-0.4959	0.3319	-0.3853	-1.036	-0.8064	1.126	-1.036	0.7388	-0.3319	0.02507	0.6128	0.3319	0.1764	0.3319	-0.2793	0.02507	-0.3853	-0.1764	0.2275	0.4399	-0.4399	0.6433	0.2275	0.1257	-0.1257	0.4959	0.3853	0.4399	0.1764	0.8064	0.2275	0.3319	-0.3319	-0.3319	-1.227	-0.5534	0.3319	1.227	-0.3319	0.3853	0.4399	0.3853	0.2793	-0.2793	-0.151	-0.4959	0.2793	0.6745	-0.2793	-0.3319	0.4959	-0.2275	0.5534	0.2275	-1.126	0.1764	-0.1257	0.9542	0.3853	0.2793	-2.326	0.3319	-0.1764	-1.881	0.8064	-1.227	-0.02507	0.2019	0.1764	-0.3853	-0.3853	0.6745	-0.4959	0.2793	0.4399	0.6745	0.1764	-0.4399	-0.1764	-0.02507	-0.8779	-0.7388	-1.645	0.2275	-1.476	-0.1257	-0.1257	0.1764	0.9542	-0.4399	-0.4959	-0.1764	-0.3319	1.126	-0.4959	0.1764	1.036	-0.6128	-0.1764	-0.1764	1.341	-0.4399	0.7063	-0.9542	0.1257	0.7722	0.3319	0.07527	1.126	1.227	0.9154	-0.8779	0.5534	0.2793	-1.881	0.7388	1.126	0.02507	-0.9542	-0.6745	0.4399	0.4959	0.02507	0.3319	-1.341	0.07527	0.3319	-0.5534	1.036	0.3853	0.4399	-0.02507	-1.126	-0.4677	0.7063	0.6745	0.6128	0.2275	0.1764	-0.8064	-0.8779	0.3853	0.9542	-0.6745	0.3319	-0.7388	-0.1257	0.6128	0.02507	-0.3319
Sample_6	-0.5534	-0.3853	0.4959	0.1257	-0.6745	0.5534	-0.2019	0.4959	-0.4399	-0.6745	-0.2275	1.645	0.3319	-0.02507	-0.2793	-0.4959	-0.3853	0.4399	-0.1764	0.3319	0.6745	0.6745	-0.2793	-0.02507	-0.2275	0	-0.3853	-0.4125	-0.1257	-0.02507	0.7388	-0.2533	0.3853	-0.3853	0.8779	0.2793	-0.4959	-0.1257	0.4399	0.3853	-0.4959	-0.3853	-0.07527	0.02507	1.036	-0.07527	-0.2275	-0.2275	0.4677	0.8779	-0.02507	-1.036	-0.9542	0.1764	-0.2793	0.3319	-0.07527	0.8064	-0.3319	-0.9542	-0.07527	0.9542	-0.1004	-0.4959	0.02507	0.2793	-0.3853	-0.9542	0.3853	1.036	1.126	0.8779	0.4959	0.2275	-0.3585	0.9542	0.8064	0.8064	0.4959	-1.227	0.6745	0.8779	0.5534	-0.1257	0.4959	-0.02507	0.4399	-0.6745	0.07527	0.1764	-1.036	0.5534	0.3319	0.9542	0.7388	1.036	-0.02507	-0.1257	0.8064	0.3585	0.3853	-0.3319	0.6128	0.8779	0.9542	-0.2793	-1.341	-0.3853	0.9542	0.7388	0.2275	0.07527	-1.126	0.07527	0.5534	0.8064	0.8064	0.8779	0.8064	0.1764	-0.4959	0.4399	0.9542	0.6745	0.3319	1.126	0.4399	-0.2793	-0.5534	0.9542	0.3319	0.7388	0.6128	1.751	0.4959	0.9542	-0.3319	0.9542	-0.2793	0.1257	0.9542	-0.3853	-0.07527	0.1257	-0.4399	-0.07527	0.8779	-0.2275	1.645	-0.1257	0.07527	0.5534	0.8064	0.3853	0.7388	0.8779	0.9542	0.8064	0.4959	1.126	-0.2793	0.2793	-0.1257	-1.476	0.4959	-0.3853	0.8064	0.6745	0.8416	-1.751	0.4399	0.6745	-0.1764	0.02507	0.6745	0.3853	-0.07527	0.9542	0.6128	-1.126	-0.2275	-0.3853	0.8064	0.4399	0.8779	0.4399	1.036	1.126	0.8064	1.036	0.8779	-0.02507	0.4399	-0.1764	-0.1764	-0.6128	-0.5534	1.227	-0.6745	0.6128	0.8779	-0.1764	-0.1764	0.7388	0.2793	-0.4399	-1.126	0.3319	0.9542	0.3853	0.02507	0.3853	-0.4959	0.02507	-0.4399	-0.2275	0.8064	-0.8779	0.07527	0.07527	0.6745	-0.02507	-0.6128	0.4959	1.126	1.036	0.4959	0.02507	1.476	-0.3853	0.3853	-0.1257	-0.3319	-0.2793	-0.4959	-1.476	-1.341	0.8064	0.2275	0.4399	-0.2019	1.227	-0.3319	-0.2275	1.645	0.3585	-0.1764	1.036	0.3853	-0.5244	0.07527	-0.8779	-0.07527	1.126	0.3853	1.126	1.227	-0.4399	0.6745	-1.036	-0.4399	1.126	-0.8064	0.7722	-0.7388	-0.6745	-0.7388	1.645	-0.3585	0.5534	-0.3319	0.4959	1.227	0.8779	1.126	-0.2793	-0.7388	0.7388	1.036	0.7388	-0.4399	-1.645	0.07527	1.341	1.476
Sample_17	0.07527	0.8779	1.08	0.2793	-0.02507	0.07527	1.227	0.1764	1.036	0.02507	1.175	-0.5534	1.645	1.476	1.227	-1.341	1.282	0.2793	1.126	0.8779	0.4399	0.5534	0.8064	1.036	1.645	1.341	1.126	0.1257	1.341	1.227	-0.5534	1.126	-0.07527	0.2275	0.4959	0.1764	1.036	0.8779	0.3853	0.1257	0.9542	0.1257	0.3853	-0.1764	0.8064	0.07527	-0.2793	1.341	0.07527	-0.1764	0.2275	0.5534	-0.6745	0.4399	0.3319	-1.341	-0.1257	0.7388	-0.1257	-0.02507	0.1764	0.8064	0.4677	-0.3319	-0.1764	-0.1764	-0.151	0.02507	-0.07527	0.5534	0.3319	0.2793	-0.2793	-0.7388	0.2533	0.6745	1.036	0.2793	1.036	-0.02507	0.2793	0.2793	-0.4959	-0.4125	0.1764	0.1764	0.1257	-0.3853	0.1764	0.8064	0.6128	1.036	1.036	0.2275	0.1764	0.8416	1.227	0.1257	0.7388	0.1257	0.3055	-0.3853	-0.1257	-0.4399	0.8779	-0.4959	0.07527	-1.645	0.6745	0.5534	1.227	0.9542	-0.3319	0.9542	0.1257	-0.1257	0.1764	0.4959	0.02507	-1.341	-0.2275	0.9542	0.3853	0.1257	-0.7388	1.036	-0.6128	0.1257	0.8064	-0.2793	0.4399	0.6745	-0.1257	-1.227	-1.227	0.6745	-0.4959	0.5534	0.2275	0.5534	0.2275	0.151	-0.5534	-0.1257	-0.6745	1.036	-0.4399	-0.8779	-1.227	-0.4959	-0.07527	0.2793	0.3319	0.4399	-0.2275	0.7388	0.4125	0.1257	0.1764	0.7388	-0.7388	0.6745	-0.1764	-0.02507	-0.02507	-0.1004	0.07527	0.02507	0.4959	-0.1764	0.6745	0.3853	0.8064	1.227	-0.2275	1.126	1.036	-0.1257	0.8416	0.07527	0.6745	-0.7388	0.6128	-1.476	0.1764	0.07527	0.6128	0.8064	0.3853	0.5534	0.4959	0.8064	-0.1257	1.036	-0.07527	1.036	0.8779	1.476	-1.645	0.7388	-0.8064	0.6128	0.4399	-0.6128	-1.341	0.8779	0.6128	-0.1764	-0.1764	0.8064	-0.6745	0.2793	-0.3853	-0.8064	1.476	-1.645	0.02507	1.645	0.2793	-0.07527	0.02507	0.7388	-1.645	0.9542	0.8064	0.1257	0.2793	0.7388	1.881	-0.2275	-1.341	-0.6128	-0.1764	0.8064	0.5534	-1.881	-1.227	-0.3853	-0.7388	-0.3853	-0.3585	1.341	0.3853	-0.8064	0.1764	-0.2275	-0.2793	1.645	1.341	-0.3055	-0.4399	-1.227	-0.8779	0.1764	1.645	0.8064	1.645	-0.6128	0.2275	-1.476	-0.2275	-0.6745	-1.036	1.476	0.07527	-1.036	-0.2793	-0.2533	-0.02507	-0.6433	-0.4959	-0.2275	-0.8064	-0.3853	0.8064	-0.6745	-0.02507	0.5534	0.151	-0.3853	-0.2793	-0.4959	-0.7388	-0.3853	-0.8064
Sample_48	-0.6128	-0.02507	-0.4959	-1.036	-1.126	-0.4399	-0.7388	-0.2793	-0.8416	-1.126	-0.6128	-2.326	-0.6745	-0.6745	-0.6745	-0.3853	-0.6745	-0.1764	-0.7722	-0.7388	-0.07527	-0.02507	-0.3853	-0.8064	-0.6745	-0.6128	-0.6128	-0.4125	-0.5534	-0.5244	-0.6745	-0.6745	-0.1257	-0.8779	-0.1257	-0.07527	-0.8064	-0.6128	-0.07527	0.5244	-0.5534	-0.8064	-0.4959	-0.07527	0.2793	0.1764	-0.8064	-0.9542	-0.9542	-0.8064	-0.3853	-0.3319	-2.326	-0.4959	-0.4125	-0.3319	-0.02507	0.1257	-0.7388	0.3319	0.07527	0.02507	-0.4959	-1.341	0.5534	-0.2275	-0.7388	-0.1764	-0.6128	0.1764	0.6128	-0.02507	-0.1764	-0.1257	-0.4399	-0.1257	0.3853	-0.2275	0.8064	-0.2275	0.4399	0.3319	-0.1257	-0.8779	0.3055	-0.3319	-0.2793	0.1764	-0.7388	-0.8416	-0.3319	0.8064	0.8779	-0.07527	0.4959	0.02507	-0.4399	0.4125	-0.3319	-0.6128	-0.5534	0.2793	0.1764	-0.2275	0.2793	0.6745	-0.2275	0.02507	0.8064	-0.2275	-0.4399	0.6128	0.3853	-0.4959	0.3853	0.4399	-0.3853	-0.1257	0.4399	-1.227	-1.126	-0.1257	0.6128	-0.02507	-0.8779	0.2793	0.2793	0.07527	-1.036	0.05015	-0.07527	0.07527	-0.3319	-0.6745	-0.6433	-0.02507	0.07527	0.6745	-0.6128	-1.341	0.1257	-0.7388	-0.2275	-1.126	0.2275	-0.7063	-0.2793	0.2793	-0.8064	0.02507	-1.036	-0.1257	-0.1257	-0.2275	0.02507	0.3319	-0.2275	-0.1257	-0.07527	0.3853	0.4399	-0.07527	0.3319	-0.6128	-0.2275	0.1257	-0.5534	-0.07527	0.2533	-0.2275	0.3853	-0.2275	-0.1257	-0.2793	-0.07527	-0.4399	0.07527	0.2275	0.2019	-0.6128	-0.5534	-0.07527	0.1257	0.3055	0.07527	-0.2793	0.3853	0.02507	0.07527	0.2275	0.3853	-0.4959	-0.3319	0.8779	0.1257	0.2275	-0.9542	0.02507	-0.4959	-0.5534	-1.126	-0.6745	-0.6128	-0.3853	-1.227	-0.8779	-0.6128	-1.645	1.036	-0.9542	-0.1004	-0.6745	-1.881	-0.5534	-0.6128	-1.126	1.126	-0.4399	-0.9542	-0.8779	-1.036	-1.881	-0.4959	-0.4125	-1.881	1.175	-0.2275	-1.126	2.326	1.476	-0.5534	-0.07527	1.645	-0.8064	-0.7388	-2.326	-0.7388	-1.881	0.5534	0.7388	-1.227	1.476	1.126	-0.2793	1.476	0.6745	1.227	0.07527	0.2275	1.645	0.1764	0.3319	-0.1764	0.8779	-0.8064	0.7388	1.126	0.6745	-0.1764	-0.9542	0.1764	1.476	-0.7388	-0.4399	-0.2793	-1.341	-0.3319	0.07527	-0.8779	0.6128	-0.2275	0.02507	-1.476	-0.1257	1.341	0.4677	-0.2275	1.341	-0.2275	-0.7388	-0.5534	-1.036	0.9542	-0.2793	0.5534
Sample_32	-0.4399	-0.2793	-0.7388	-0.8064	0.2793	0.2793	1.341	1.476	0.9542	-0.07527	1.175	0.02507	0.07527	1.341	1.036	-0.6745	1.08	1.227	1.036	-0.4959	0.3853	1.036	1.881	1.126	1.036	1.645	1.476	0.5534	1.227	1.126	0.5534	1.036	1.036	0.6745	1.036	1.126	0.8416	0.9542	0.6128	0.7388	0.4399	0.7388	0.9542	0.3319	0.151	0.4399	0.7388	1.227	0.3319	0.6745	0.6745	0.9542	-0.1764	1.645	0.7063	-1.126	0.8779	1.036	0.6128	-0.5534	0.4399	0.2275	1.126	0.07527	0.8779	1.126	0.6745	-0.4959	1.645	0.9542	-0.1257	-0.07527	-0.5534	0.9542	0.6745	0.7388	0.8779	1.036	0.8779	-0.6128	0.6128	-0.3853	1.341	0.1764	-0.1257	0.3853	0.3853	0.02507	-0.6128	0.4399	0.9542	0.6745	0.8064	-0.3853	0.3853	0.7388	1.341	0.6128	-0.4959	1.126	1.126	0.3853	0.3319	-0.1764	0.1764	0.6128	-0.6745	-1.341	0.02507	1.036	-0.2793	0.8064	-0.9542	1.881	0.4959	0.07527	-0.1257	0.8064	-0.02507	0.9542	0.4959	0.02507	-0.1257	1.227	-0.6745	0.07527	0.3319	0.4399	0.5828	-0.8779	0.07527	1.341	0.6745	0	-0.7388	0.8779	1.341	-0.1257	0.7388	-0.1764	-0.4125	0.6745	1.227	1.227	0.1257	1.645	-0.3319	0.2275	0.1257	-0.7388	0.6745	0.4399	0.3853	0.1764	0.1764	-0.2793	1.126	0.4959	-0.1764	0.07527	0.1257	0.1257	1.126	0.7388	0.8779	0.5534	0.7388	0.2275	0.9542	0.4959	-0.07527	1.036	0.02507	-0.4959	0.1257	-0.6128	0.3319	0.6128	0.8416	-0.4677	1.126	1.476	0.5534	-0.6128	-0.02507	0.7388	0.9154	-0.1764	-0.8064	0.6128	-0.4399	1.036	1.227	0.8064	0.6128	-0.7063	1.036	-0.3853	-0.07527	1.227	-0.4399	1.126	0.6745	0.8779	0.9542	-0.2793	0.9945	0.1257	0.4125	0.9542	-0.3853	-0.3853	0.6128	-0.2793	0.4959	-0.4399	0.7388	-0.3319	0.8779	0.4677	0.4959	0.3319	-0.02507	-0.2275	-0.1764	0.02507	0.1004	0.1764	0.6745	-0.6745	1.126	0.9542	-0.8779	0.6745	0.3319	-1.341	-1.645	-0.3319	-0.6128	0.2275	-1.881	2.326	0.4399	-1.881	0.07527	-0.02507	-0.07527	-0.4959	-0.3319	0.1004	-0.4959	-0.5534	-0.7388	-0.8779	0.8779	-0.1257	0.3853	0.2275	0.3853	-0.3853	-0.3319	-0.05015	-1.227	-0.3055	-0.1257	-0.4399	-0.1257	-0.3853	-0.6745	-1.476	-0.6128	-0.6128	-0.8779	0.05015	0.07527	0.02507	0.1257	-0.8779	-0.3853	-0.8064	0.9945	-0.6745	0.02507	0.2793	-2.326
