SampleID	Data2_Unknown_3	Data2_Unknown_164	Data2_Unknown_155	isoleucine	Glycodeoxycholic_acid	Data2_Unknown_12	Data2_Unknown_140	Data2_Unknown_25	Data2_Unknown_82	Data2_Unknown_35	succinate	Data2_Unknown_137	Data2_Unknown_139	Data2_Unknown_118	Data2_Unknown_111	Data2_Unknown_172	Data2_Unknown_145	pantothenate	Data2_Unknown_40	Data2_Unknown_80	Data2_Unknown_31	Data2_Unknown_39	Data2_Unknown_34	Data2_Unknown_135	Data2_Unknown_170	Data2_Unknown_130	lysine	Data2_Unknown_83	Data2_Unknown_115	Data2_Unknown_95	Data2_Unknown_6	Data2_Unknown_122	Data2_Unknown_100	Data2_Unknown_26	Data2_Unknown_153	Data2_Unknown_136	Data2_Unknown_76	Data2_Unknown_190	Data2_Unknown_178	Data2_Unknown_179	Data2_Unknown_195	Data2_Unknown_92	Data2_Unknown_199	Data2_Unknown_156	Data2_Unknown_11	Data2_Unknown_96	aminoisobutyric_acid	Data2_Unknown_168	proline	Data2_Unknown_49	Data2_Unknown_198	hydroxyproline	Data2_Unknown_162	Data2_Unknown_166	carnitine	Data2_Unknown_45	Data2_Unknown_21	Data2_Unknown_60	Data2_Unknown_91	Glycolithocholic_acid	Data2_Unknown_48	Data2_Unknown_44	Data2_Unknown_150	Glycochenodeoxycholic_acid	Data2_Unknown_79	Data2_Unknown_69	Data2_Unknown_2	Data2_Unknown_63	Data2_Unknown_72	Data2_Unknown_50	ornithine	creatine	pentose_monophosphate	Data2_Unknown_24	Data2_Unknown_120	Data2_Unknown_158	Data2_Unknown_46	Data2_Unknown_9	Data2_Unknown_68	Data2_Unknown_42	Data2_Unknown_19	Data2_Unknown_85	leucine	Data2_Unknown_160	Data2_Unknown_56	Data2_Unknown_143	Data2_Unknown_66	Data2_Unknown_61	Data2_Unknown_177	Data2_Unknown_196	Data2_Unknown_18	Data2_Unknown_104	Data2_Unknown_16	Data2_Unknown_90	Data2_Unknown_13	Data2_Unknown_37	Data2_Unknown_57	Data2_Unknown_73	Data2_Unknown_27	Data2_Unknown_30	Data2_Unknown_84	Data2_Unknown_132	Data2_Unknown_157	uridine	Data2_Unknown_200	Data2_Unknown_159	Data2_Unknown_20	Data2_Unknown_106	Data2_Unknown_151	Data2_Unknown_71	arginine	uracil	2-phosphoglycerate	Data2_Unknown_41	Data2_Unknown_184	Data2_Unknown_149	Data2_Unknown_87	Data2_Unknown_78	Data2_Unknown_15	Data2_Unknown_110	Data2_Unknown_54	Data2_Unknown_116	Data2_Unknown_147	Data2_Unknown_86	Data2_Unknown_141	Data2_Unknown_94	Data2_Unknown_189	pyroglutamic_acid	Data2_Unknown_114	Data2_Unknown_99	Data2_Unknown_124	Data2_Unknown_1	Data2_Unknown_102	Data2_Unknown_176	Data2_Unknown_89	Data2_Unknown_192	Data2_Unknown_123	Data2_Unknown_128	Data2_Unknown_23	Glycocholic_acid	8.11.14-Eicosatrienoic_acid	Data2_Unknown_138	Data2_Unknown_183	Data2_Unknown_4	glutamine	Data2_Unknown_5	Data2_Unknown_53	Data2_Unknown_14	Data2_Unknown_154	Data2_Unknown_88	Data2_Unknown_169	Data2_Unknown_58	Data2_Unknown_194	alpha-ketoglutarate	phenylalanine	Data2_Unknown_105	Data2_Unknown_70	1-methylnicotinamide	Data2_Unknown_180	Data2_Unknown_67	Data2_Unknown_28	Data2_Unknown_101	Data2_Unknown_134	Data2_Unknown_167	Data2_Unknown_36	Data2_Unknown_171	Data2_Unknown_29	Data2_Unknown_93	gentisate	Data2_Unknown_75	Data2_Unknown_59	Data2_Unknown_98	Data2_Unknown_121	Data2_Unknown_17	Data2_Unknown_131	Data2_Unknown_65	Data2_Unknown_77	Data2_Unknown_119	Data2_Unknown_81	Docosahexaenoic_acid	Data2_Unknown_113	Data2_Unknown_142	Data2_Unknown_182	Data2_Unknown_174	Data2_Unknown_161	Data2_Unknown_197	lactate	Data2_Unknown_74	Data2_Unknown_193	Data2_Unknown_43	Data2_Unknown_173	Data2_Unknown_185	Data2_Unknown_129	Data2_Unknown_127	oxalate	Data2_Unknown_117	thiamine	Data2_Unknown_103	Data2_Unknown_144	Data2_Unknown_133	Data2_Unknown_187	Data2_Unknown_148	Data2_Unknown_112	Data2_Unknown_175	Data2_Unknown_125	cytosine	asparagine	Data2_Unknown_126	Data2_Unknown_188	Data2_Unknown_22	Data2_Unknown_152	Data2_Unknown_38	Data2_Unknown_55	Data2_Unknown_107	acetylcholine	Data2_Unknown_186	Data2_Unknown_33	Data2_Unknown_191	Data2_Unknown_62	Data2_Unknown_7	kynurenic_acid	Data2_Unknown_8	Data2_Unknown_146	Data2_Unknown_109	Data2_Unknown_165	Data2_Unknown_97	Data2_Unknown_64	Data2_Unknown_52	Data2_Unknown_108	Data2_Unknown_181	Data2_Unknown_51	Data2_Unknown_10	Data2_Unknown_47	Data2_Unknown_163	Data2_Unknown_32	Data2_Unknown_302	Data2_Unknown_261	Data2_Unknown_323	Data2_Unknown_276	Data2_Unknown_319	Data2_Unknown_334	Data2_Unknown_264	Data2_Unknown_241	Data2_Unknown_272	Data2_Unknown_273	Data2_Unknown_292	Data2_Unknown_306	Data2_Unknown_271	Data2_Unknown_270	Data2_Unknown_250	Data2_Unknown_266	Data2_Unknown_265	Data2_Unknown_247	Data2_Unknown_327	Data2_Unknown_289	Data2_Unknown_240	Data2_Unknown_248	Data2_Unknown_277	Data2_Unknown_236	Data2_Unknown_321	Data2_Unknown_298	Data2_Unknown_326	Data2_Unknown_252	Data2_Unknown_293	Data2_Unknown_317	Data2_Unknown_295	Data2_Unknown_294	Data2_Unknown_329	Data2_Unknown_316	Data2_Unknown_330	Data2_Unknown_322	Data2_Unknown_280	Data2_Unknown_263	Data2_Unknown_324	Data2_Unknown_335	Data2_Unknown_315	Data2_Unknown_310	Data2_Unknown_331	Data2_Unknown_269	Data2_Unknown_325	Data2_Unknown_253	Data2_Unknown_313	Data2_Unknown_284	Data2_Unknown_320	Data2_Unknown_333	Data2_Unknown_290	Data2_Unknown_255	Data2_Unknown_244	Data2_Unknown_283	Data2_Unknown_297	Data2_Unknown_287	Data2_Unknown_274	Data2_Unknown_262	Data2_Unknown_309	Data2_Unknown_281	Data2_Unknown_300	Data2_Unknown_305	Data2_Unknown_260	Data2_Unknown_278	Data2_Unknown_308	Data2_Unknown_275	Data2_Unknown_243	Data2_Unknown_296	Data2_Unknown_238	Data2_Unknown_259	Data2_Unknown_328	Data2_Unknown_318	Data2_Unknown_279	Data2_Unknown_314	Data2_Unknown_312	Data2_Unknown_256	Data2_Unknown_307	Data2_Unknown_288	Data2_Unknown_245	Data2_Unknown_258	Data2_Unknown_257	Data2_Unknown_291	Data2_Unknown_254	Data2_Unknown_286	Data2_Unknown_303	Data2_Unknown_249	Data2_Unknown_299	Data2_Unknown_282	Data2_Unknown_251	Data2_Unknown_237	Data2_Unknown_311	Data2_Unknown_246	Data2_Unknown_239	Data2_Unknown_304	Data2_Unknown_301	Data2_Unknown_267	Data2_Unknown_242	Data2_Unknown_332	Data2_Unknown_268	Data2_Unknown_285
Sample_41	-0.5978	-0.3451	0.06271	0.2404	0.3451	1.372	0.8965	1.514	0.7225	-0.08784	0.8239	0.06271	-0.2404	0.5101	0.7225	-0.2147	0.8965	1.15	0.6903	-0.113	1.103	1.15	0.4538	0.628	0.6588	0.5681	0.4817	1.058	0.5978	1.058	1.812	0.8596	1.812	0.8965	0.8596	1.44	1.015	0.5978	1.254	0.2147	0.9346	1.015	1.015	0.3989	1.15	1.058	0.8965	-0.01253	0.7554	1.372	0.9741	-0.06271	-0.08784	1.372	1.103	-1.311	0.8596	0.9346	1.103	0.8239	1.254	1.2	1.372	0.7892	0.5681	0.5978	0.9741	-1.015	1.598	1.311	0.8239	1.254	-1.514	1.598	0.8239	1.311	0.8239	1.015	1.695	-1.254	0.8965	0.8965	1.372	0.8965	1.058	0.5978	1.44	-0.9741	-0.113	1.254	0.01253	1.695	1.812	1.44	1.015	0.6588	-0.2663	0.4261	0.8596	0.8596	0.5388	0.4817	0.4261	-1.103	0.7892	0.4817	-1.015	-0.2924	0.7554	0.8596	0.1383	1.598	-0.8239	0.3451	1.372	1.514	1.44	1.44	1.311	1.812	0.5101	0.2663	0.628	1.44	-1.2	0.5388	-2.576	0.628	0.7554	1.311	1.254	0.5978	1.812	0.2147	-1.311	0.8239	0.628	0.5681	0.8239	0.7225	1.372	0.8965	0.5101	0.628	-0.9741	0.8965	1.2	-1.514	-0.5978	-0.7892	-0.1383	1.103	1.15	1.15	1.514	0.5681	1.015	1.311	0.9346	0.6903	0.4817	1.311	0.628	0.4538	1.812	0.4817	1.44	0.7892	0.6588	-0.5388	1.103	0.9741	1.695	-0.6903	1.103	1.103	0.2663	0.1637	-0.01253	-1.514	-0.1637	0.7554	0.6903	-0.3186	0.8965	1.514	0.6588	1.44	0.6903	0.9346	0.8965	0.9346	1.598	0.3719	0.6903	-1.015	0.7554	0.628	-1.372	1.44	-1.514	0.9346	0.7554	-0.06271	0.3719	0.2147	1.103	1.15	0.08784	0.628	1.103	0.9346	0.03761	-1.015	0.1891	-0.3989	0.3719	-1.598	0.628	0.03761	-0.3989	-0.7554	0.8239	0.2663	-0.2147	-0.3186	0.1637	0.7892	-0.113	0.03761	0.7892	-0.3451	1.254	0.5101	0.1383	1.598	0.5388	-0.08784	1.2	-1.015	1.514	-0.9346	-1.254	0.628	-0.5388	-0.1637	-0.08784	0.2147	1.015	0.7225	1.2	1.2	-1.2	0.628	0.8596	2.576	0.3451	1.695	-0.113	1.311	-0.2924	0.08784	0.6588	0.01253	0.2404	-0.01253	1.598	0.9741	-2.17	1.695	0.3719	-0.7554	-0.4817	-0.01253	0.7225	-2.17	0.6588	0.06271	1.015	-0.7554	-0.8239	-0.01253	0.01253	0.5101	0.9741	-0.8596	0.3186	0.6588	-0.628	-0.3719	-0.3186	-0.2663	0.8596	-0.2147	1.058	-2.17	-0.4538	0.9741	2.576	-1.15	-0.3451	0.5681	0.6588	0.9346	1.311	-1.311	0.7225	-0.5681	0.8239	-0.4538	0.6903	0.08784	-0.3451	-1.96	1.058	0.5388	0.3451	1.695	0.4817	-0.1891	0.5978	1.103	0.5681	0.03761	-0.5681	-0.2924	-0.8239	0.113	1.695	-1.103	1.15	0.3719	0.8239	1.311	-0.7892
Sample_40	2.576	1.44	-0.8596	-0.7892	1.695	2.576	1.812	2.576	1.695	1.514	2.17	-1.15	1.695	2.17	1.695	-0.7892	1.812	2.17	1.598	-1.058	2.576	2.576	1.96	1.96	2.17	1.96	1.695	1.695	1.96	2.17	2.576	1.96	2.576	1.598	1.96	2.576	1.598	1.96	1.96	2.17	1.311	1.598	1.96	1.254	1.812	1.812	1.96	1.96	1.96	1.96	1.598	-1.2	1.372	2.576	1.598	-0.2404	2.17	1.812	1.96	2.576	1.96	1.598	2.17	1.103	0.9346	1.96	1.96	-2.17	2.17	2.17	1.812	1.812	-2.576	1.96	1.598	2.17	1.695	2.17	0.9346	-2.576	2.17	2.17	1.598	1.598	1.96	1.2	1.96	-2.576	-1.254	2.576	-0.8596	1.103	0.9346	1.96	2.17	2.576	1.598	1.15	1.311	1.96	1.695	1.372	1.812	-0.4261	1.514	1.2	-1.695	-1.96	1.96	2.576	1.44	0.7892	-2.17	1.695	1.695	2.17	1.812	1.96	2.576	0.1383	1.254	1.2	1.96	2.17	-0.628	2.576	-1.254	1.372	1.695	1.103	1.96	1.812	1.96	-0.1637	-0.2924	1.514	0.8239	1.598	1.372	-0.3186	1.103	1.695	1.598	-0.1383	-2.576	1.812	1.695	-2.576	-0.4817	-1.96	-1.598	2.17	2.17	1.514	1.695	1.514	2.17	1.96	1.598	1.598	1.058	1.812	1.15	2.17	1.96	0.9346	1.812	1.695	1.514	0.6588	1.514	1.812	0.113	-0.4817	1.812	1.812	1.695	2.17	1.372	-2.576	-0.9741	0.8239	1.44	-1.2	1.44	1.695	2.17	1.96	1.44	1.598	1.598	0.8965	1.96	1.372	0.8965	1.96	1.372	1.44	-1.695	1.96	-0.7892	1.2	1.058	-1.44	0.3989	1.598	0.2663	1.812	0.9346	-2.576	1.058	-0.06271	-0.7892	0.4817	1.812	1.695	-1.015	1.44	-1.015	1.103	1.372	-1.058	-0.113	1.514	-0.6588	1.2	0.113	-0.9741	0.5978	0.7225	0.06271	0.8596	0.06271	-1.103	-0.01253	0.7892	0.6588	0.8965	-0.1891	-1.695	1.15	0.01253	-0.9346	-1.015	1.058	-1.44	-0.6588	-0.3989	0.3989	0.2147	0.3719	1.372	-2.576	0.03761	1.812	2.17	-1.812	0.5101	-0.08784	0.9346	0.7892	0.2663	-2.576	-1.254	1.311	-0.7554	-0.4261	-1.103	-1.812	2.576	0.7225	0.7554	0.4817	-1.44	0.5681	1.15	1.812	1.372	-0.03761	-1.015	1.96	1.695	-1.812	-0.5388	1.812	-1.015	-0.01253	-0.06271	-0.3719	-1.598	0.8965	0.7554	-0.1891	-0.2924	0.3186	-2.576	0.6588	-0.4261	0.4817	-0.2924	-0.03761	2.17	-0.5388	0.628	-0.08784	0.5101	-0.3451	1.96	1.254	-0.8596	-1.058	1.695	-1.514	-2.17	1.015	-0.7225	-0.1383	1.254	1.372	0.8596	-1.812	-0.5388	-0.2663	0.7554	1.372	0.2404	-0.06271	0.2147	1.812	-0.9346	-0.2663	0.5101	2.17	0.01253	1.311
Sample_23	1.598	0.3186	2.17	2.17	-1.103	1.311	-0.628	1.695	-0.7225	-0.7892	-0.628	-0.1637	0.08784	-0.6588	-0.8965	-1.598	-0.8239	1.254	-0.9346	1.695	1.058	1.2	-0.4817	-0.2147	-0.7225	-0.7892	-0.8965	-0.7225	-0.628	-0.628	0.7892	-0.8239	0.7225	-0.2924	1.058	0.9741	-1.254	-0.3186	1.44	0.5388	-0.2147	-0.3451	1.44	0.628	1.514	0.7554	-0.113	-1.015	1.2	1.812	-0.5681	-0.5978	1.103	0.6903	-0.4538	-1.96	0.1891	1.103	-0.2404	0.1383	0.8239	1.44	-0.3451	-0.2663	0.3186	-0.1637	-0.2924	-1.2	0.9741	0.4817	1.311	1.96	-0.6903	0.5681	-0.4261	1.695	1.44	0.7554	-0.4817	-0.9741	0.5681	1.015	0.6903	-0.3719	0.7892	0.6588	0.9741	0.2147	1.812	0.9346	-0.5978	0.01253	-0.5978	1.311	1.058	0.2404	-0.9741	0.1637	1.695	-0.3186	-0.3451	0.4538	0.1637	-1.812	1.15	0.2147	-1.44	-0.2663	1.2	0.5388	-0.5681	-0.4261	-0.9741	0.1637	0.9346	1.254	1.372	1.15	0.8596	-0.6903	-0.9741	-0.7225	0.4261	1.015	-1.812	0.06271	-0.3719	0.7554	-1.103	-0.3451	1.372	0.113	0.7225	-1.598	-1.96	0.9346	-0.1383	0.3989	-0.1637	0.8239	-0.4261	-0.5978	-0.3719	-2.576	0.5681	-0.8596	0.9741	0.4261	-1.96	-0.628	1.103	0.8239	0.8596	1.311	0.7892	0.4261	0.7225	0.9346	0.6903	0.9741	0.1383	1.44	0.3186	-0.8596	0.9741	0.113	1.015	0.7554	0.01253	0.08784	0.3719	0.6588	-0.3719	-1.372	0.7554	0.8596	0.1383	0.3719	0.2147	-1.311	0.9741	-0.08784	1.311	-1.598	0.5681	0.8239	0.5101	1.695	1.372	1.15	1.15	-0.9346	1.015	0.2663	0.2147	-1.695	-1.254	1.695	0.1891	1.103	-1.695	-1.058	-0.3186	0.2404	-1.695	-1.812	-0.6903	-0.08784	-0.2404	-0.5681	0.7225	-0.2924	-1.103	1.96	-1.96	0.3186	-1.254	-0.5388	0.01253	-0.3719	-0.8965	0.01253	-0.7225	-1.514	1.44	0.7554	1.058	-0.1383	0.113	-1.254	-1.254	-1.514	0.2663	-0.2924	-1.2	1.812	-1.695	-0.3719	-1.812	-0.5101	-0.08784	-1.015	0.1637	-0.2147	-0.2147	-1.2	0.03761	-1.2	-0.113	-1.311	-0.2404	-0.9741	0.01253	-0.8596	-0.5978	-0.6588	-1.44	2.576	-1.812	-0.113	-0.9741	0.1891	-0.628	1.103	0.1637	-0.5978	1.311	-1.15	-1.311	1.812	-0.5101	-0.4817	1.44	-1.812	-0.8239	-1.96	1.2	-0.6903	-0.7892	-0.1637	1.058	1.372	-1.96	-1.514	-0.4261	-0.5101	1.015	-0.5681	-0.08784	-0.7225	-1.96	1.058	-0.2663	-1.2	-0.1891	-1.514	-0.4261	-1.2	-1.598	-1.372	-0.7225	0.3451	-1.15	0.8239	-0.9741	-0.3186	0.9741	1.514	-0.5978	-1.2	-0.9346	1.372	-1.103	-1.44	-1.15	-1.058	0.2663	-0.8239	-0.08784	-0.2147	1.514	0.8596	2.576	-0.2924	0.01253	0.06271	-1.254	0.7225	-0.9741	-0.8596	-1.058	-0.3989	-0.8239	-1.103	2.17
Sample_88	-2.576	-2.17	-0.2147	-0.1637	-1.44	-0.2147	-0.1383	-0.06271	-0.5681	-1.058	-0.2663	-1.103	-0.1637	-0.2404	-0.5388	1.372	-0.5388	-0.08784	-0.4261	0.08784	-0.1891	0.1891	-0.2147	-0.06271	-0.1891	-0.08784	-0.3186	-1.311	0.113	0.01253	0.5978	-0.4538	0.2663	-1.058	-0.3186	0.1637	-0.5681	0.08784	0.3719	0.01253	-1.254	-1.15	-0.7225	0.3186	0.5101	0.2404	-0.9346	0.03761	-0.113	0.3989	-1.311	-1.514	0.7225	-0.5101	-1.311	0.2147	0.03761	-0.4538	-0.7892	-0.7554	0.1637	0.628	-1.2	-0.7554	0.08784	0.06271	-0.8239	-0.08784	0.1383	-0.3719	-0.03761	0.6588	0.4538	0.2404	-1.254	0.628	0.2147	-0.5101	-0.9741	-0.08784	0.03761	-0.01253	-0.3451	-1.311	-0.4538	0.3989	0.3451	0.4261	0.1637	-0.1383	-1.598	-0.6903	-1.058	0.3451	-0.1637	-0.1637	0.08784	0.01253	0.5978	-0.9346	-0.3719	0.3719	0.1383	-0.01253	0.06271	0.2404	-0.08784	0.1891	-0.1637	-0.4261	-0.06271	-1.311	0.1891	0.6588	0.2663	0.3719	0.628	0.3719	-0.5101	-1.15	-1.44	0.113	0.3451	0.1891	-0.5978	-0.06271	0.7554	0.5681	-0.3186	-0.4538	1.058	0.06271	0.3719	1.372	0.3451	0.113	-0.4817	0.2663	-0.628	0.5388	-0.3719	-0.9741	0.2404	-0.6588	0.6588	-0.2404	-0.06271	0.4817	1.058	0.4538	-0.4261	-0.2663	-0.1891	0.8965	0.2404	0.2147	-0.1383	0.2663	-0.3186	0.06271	0.3989	1.015	-0.4817	-0.01253	0.2663	0.4261	0.2663	-0.2147	-0.5388	-0.6588	-0.2147	-0.5101	-1.058	-0.628	0.03761	0.8965	0.03761	-1.44	-0.8596	-0.4261	-1.103	-0.4538	0.5681	0.9741	0.08784	0.1891	0.2147	0.7892	0.3719	-0.03761	-0.03761	-1.2	0.1383	0.1891	-0.3451	-2.576	-0.5101	0.5978	-0.2924	0.08784	0.5101	-1.254	-0.5978	0.2924	0.03761	-1.015	0.8965	-0.1891	-1.598	-0.6588	-0.6903	-1.15	-2.17	-0.5978	0.8239	-1.598	-0.3989	0.7892	0.08784	-2.17	0.4817	0.7892	-1.372	1.96	0.9346	-0.01253	-0.9741	1.15	1.598	-1.96	-0.9741	-0.2404	-1.254	0.4538	-0.08784	0.8965	0.3451	0.5681	-0.113	-0.7892	1.2	-0.9741	0.1383	1.15	-0.3186	-0.4538	0.2147	-0.9741	-0.9741	-0.2404	1.103	-0.4538	0.2404	-1.15	0.4261	1.44	0.6588	1.514	-2.17	-1.254	0.2404	1.311	-0.6588	-0.4817	-1.103	0.2404	0.7892	-1.058	-1.372	1.96	0.2147	0.1383	-1.103	-0.4261	-0.3989	-0.06271	-0.3186	-0.4538	-0.3451	-1.514	1.311	0.6903	0.4538	-0.3186	-1.254	0.2147	1.96	0.3186	-0.2924	-0.2404	1.514	0.6903	-0.03761	-0.8965	-0.4538	-0.113	1.695	-0.4538	-1.15	-0.4261	-0.8596	-0.6903	-0.7225	0.08784	-0.3451	-1.44	0.6903	1.812	-0.03761	-0.3989	-0.1891	0.3719	-0.4538	-0.9741	-0.3989	-0.8596	-0.4538	-0.7892	-1.44	-0.2924	1.372	-0.2663	0.113	-0.4261	0.9346	-0.4817	0.03761	-0.7225	1.311	-1.15	-1.254	0.4261	-0.1383	-0.7554	1.598
Sample_3	-0.8596	-0.7554	-1.812	-1.598	-0.4538	-0.2924	-1.695	-0.2663	-1.695	-0.5388	-1.598	-0.8596	-1.598	-1.598	-1.812	1.812	-1.695	0.2663	-1.812	-1.514	-0.01253	-1.812	-1.598	-1.812	-1.812	-1.812	-1.695	0.2924	-1.812	-1.514	-0.5101	-1.695	-0.628	0.6588	-0.113	-0.1891	-1.695	-1.44	-0.6903	-1.514	0.6588	0.5978	-1.2	-1.812	-0.3719	-1.44	0.7892	-1.44	0.113	-0.3719	0.6588	-0.8965	0.3989	-0.03761	0.6588	-0.3989	-1.598	-0.113	0.7892	0.8965	-1.311	-0.628	0.6903	0.6588	-1.254	-0.8239	0.7225	0.5388	0.5681	0.5101	-0.2147	-0.3989	-0.06271	0.4817	0.6903	-0.9741	-0.8596	-0.03761	0.03761	0.2663	-0.4261	-0.8239	-1.103	0.5978	0.03761	-1.812	-0.5978	0.2404	-1.058	0.2924	-0.6588	-0.1891	-0.2924	-0.3451	-0.1891	-0.3989	-1.695	-1.058	-1.372	0.5681	-2.17	-1.96	-1.2	-0.08784	0.03761	-1.96	0.8239	0.4261	-0.03761	-0.01253	-0.8965	-0.3989	0.1637	-1.15	0.5978	0.5681	-0.4817	0.5388	0.1891	-0.6588	0.2663	-1.695	-0.2924	0.7225	-1.311	-0.4817	0.3719	-1.96	-1.812	-1.254	-0.9346	-0.03761	0.6903	1.2	-0.4817	-0.08784	-0.9346	-0.3451	0.6588	-0.9346	-1.311	0.2663	-1.254	-0.7225	0.2924	-1.812	0.3451	-0.3451	0.4538	0.628	-0.8239	-0.03761	-0.06271	-0.9346	0.08784	-0.4817	-0.3719	0.5681	-0.1383	-0.2147	-2.17	-0.9741	-0.5681	-0.113	0.7554	-1.96	0.6903	-0.113	-0.8596	-0.5978	-0.7554	0.1891	-0.7554	0.2663	-0.2924	-1.372	-0.6903	-0.8965	-0.7554	-0.1383	0.7554	-0.8239	-1.311	0.6588	-0.8596	0.7892	-0.1383	-0.2147	-0.8596	0.3451	-0.9346	-1.598	0.8239	-0.628	-1.2	-0.8965	-1.695	-0.5978	0.5681	0.8965	-0.4538	-1.44	-1.2	-0.628	-0.5681	-0.8596	-0.3451	0.7554	-1.695	0.9741	0.03761	-2.17	-0.1891	-0.4261	-1.2	-0.5681	-1.311	0.4538	-0.3989	-1.598	-1.695	-0.06271	-0.8965	-0.2404	0.3451	0.2924	-0.06271	0.5388	2.17	-0.7554	-0.03761	0.7892	-0.03761	-0.5978	0.3719	0.4261	-0.3989	1.96	0.4538	-1.812	1.96	-1.598	-1.15	0.7225	0.9346	0.3989	1.103	-0.3719	-0.7225	-0.628	0.7554	-1.2	1.695	-0.1891	-2.576	-0.3719	-2.17	1.372	-1.695	0.01253	1.812	0.06271	0.9346	0.6903	0.9741	-1.311	1.2	-0.1383	-0.4538	1.44	0.1891	1.372	-1.372	0.2404	-0.5681	-0.9741	1.514	-1.812	0.7554	-0.4538	1.695	0.9346	0.5978	-0.8239	-0.1383	0.8596	1.598	0.7225	-0.5978	-0.7892	-0.03761	0.7892	-0.5681	-0.4261	-1.695	0.2404	-0.628	-0.7225	0.3989	-0.9741	-0.2147	-1.103	-0.5978	-1.015	0.2663	-0.5388	-0.01253	1.103	-0.5101	0.08784	-0.7554	0.4817	-0.5388	-0.3989	0.5681	-2.17	-1.44	-0.6588	-0.3719	0.5388	1.015	-1.372	-0.3989	0.7892	0.3719	-0.7554	-1.812	1.103	1.372	-1.372	-0.6903	-0.1891	0.7225	-0.1383	1.514
Sample_92	-0.7892	1.254	-1.254	-0.6588	1.058	-0.628	0.1891	-1.2	0.03761	1.372	0.3186	0.5101	-0.03761	0.1891	0.08784	0.2404	-0.113	-0.8596	0.01253	-1.15	-0.06271	-0.4538	0.1637	0.2924	0.2404	0.2404	0.2147	-1.2	0.3719	0.1891	-1.44	-0.3989	-0.9346	-1.103	-0.7554	-0.5388	-0.5101	0.8596	-0.7554	0.1891	-1.311	-1.254	-1.015	-0.2147	-0.5388	-0.1637	-1.015	0.2924	-0.9346	-0.9346	-1.15	0.5101	-1.44	-0.2924	-1.15	0.2404	-0.3989	-0.2924	-1.015	-1.015	-0.1383	-0.5101	-0.9346	-1.254	0.2924	0.08784	-1.015	0.2147	-0.5388	-0.113	-0.5978	-0.8965	-0.7225	-0.5101	-1.103	-0.5978	-0.2663	-0.2663	0.7892	0.6588	0.2924	-0.3186	0.03761	-0.8965	-0.03761	0.01253	-0.3451	-0.08784	-1.015	-0.2404	0.3989	0.9346	0.7554	-0.6903	-0.113	0.2924	0.5681	0.2924	-0.4538	-1.311	0.7225	0.01253	0.06271	0.03761	-0.4538	-0.1637	-0.01253	-0.628	-0.3719	-0.3719	-0.2404	0.5388	0.4538	0.7892	-0.2404	0.06271	-0.5978	-0.628	0.1637	0.5978	-1.254	-0.6588	0.3186	-0.7225	-1.254	0.3186	1.254	0.2924	-0.4538	0.2663	-0.2404	-0.1383	-0.8965	-0.03761	0.113	-0.4538	0.2663	0.2404	-0.7225	-0.1637	-0.01253	-0.8239	-0.3451	-0.3186	-0.08784	-0.6903	-0.5101	0.1891	-0.3989	-0.9346	1.15	0.06271	-0.01253	-0.3719	-0.5388	0.113	-0.2924	-0.1891	0.3451	-0.7554	0.03761	-0.2147	0.113	1.598	-0.8965	0.5101	-0.4817	-0.03761	0.113	1.695	-0.2924	-0.1383	0.2404	-0.8239	-0.3451	-0.01253	0.5388	0.06271	-0.2924	0.1637	-0.03761	0.3719	-0.03761	-0.2663	-0.1637	0.03761	-0.08784	-0.6588	-0.3719	-0.9741	-0.2404	0.01253	-0.3989	-0.08784	0.06271	-0.1383	-0.7892	0.03761	-0.1637	-0.9741	0.1891	0.1891	0.3989	0.1383	-0.8596	0.2663	0.3186	-0.5681	0.4538	-0.5978	-0.628	-0.3719	-0.7554	-0.03761	0.9346	1.058	0.5101	-1.812	0.2147	-0.03761	0.5388	0.6588	-1.311	1.2	-1.103	2.576	-0.4261	-0.6588	2.576	-0.2404	-0.8596	0.01253	0.7892	-1.2	0.03761	0.6903	-0.6588	2.576	-1.15	-0.3451	0.8596	0.1383	-0.3186	-0.7225	0.1383	0.01253	1.812	0.1891	-0.7892	-1.015	1.058	-2.17	-0.8965	-0.9346	-1.812	-1.514	-1.103	0.5388	-0.7225	-1.812	2.17	0.3186	-0.5101	1.2	0.2663	0.113	-0.628	-1.254	-0.2404	0.8596	0.3186	-0.4538	-1.44	-0.9346	1.015	1.598	0.2663	0.03761	-0.4538	0.3719	2.576	2.576	0.8596	-1.103	1.514	-1.103	1.44	1.812	1.598	-1.695	-0.5978	0.3719	0.7892	-0.6903	-1.812	-0.3186	-1.15	-1.15	-1.812	0.6903	-0.5978	-2.17	-1.103	0.5681	-1.44	-1.103	0.9346	1.598	1.44	1.103	-1.15	2.576	-1.2	0.03761	-0.5388	-1.103	-1.598	0.1637	-0.6903	-0.8965	1.695	-2.576	1.44	0.8239	2.17	1.44	-0.03761	0.628	-1.103	-1.015	-1.514	-0.01253	-1.15	-0.9741	1.44
