Compound	m.z	RT	Metabolite	BPP01	HPP01	60517	52426	70281	33057	92102	14256	86732	29343	41236	93663	25319	43268	37702	55914	5676	18614	41252	87843	1774	86331	BPP02	HPP02	38033	28158	95584	41338	61915	74121	69462	27843	10203	43070	33471	87483	82037	50574	55993	76905	67334	84556	71320	82805	BPP03	HPP03	51313	58552	83484	83852	44527	84353	58569	7024	90778	91392	43277	37463	59417	3970	1988	21669	46461	14048	4544	9871	BPP04	HPP04	9143	50683	50069	88313	38215	3565	88611	93855	79381	38807	59391	48975	31878	42394	27071	13380	37660	89443	18543	19844	BPP05	HPP05	64520	77602	82435	23359	26288	73289	70939	82651	70551	52795	46726	79150	31498	31665	76721	32016	45871	42991	2190	22553	BPP06	HPP06	BPP07	HPP07	57556	42316	19466	66309	71692	71938	32830	81316	93427	72860	19045	85279	42966	33398	45989	4503	4833	8276	73407	25287	BPP08	HPP08	79056	1488	95355	81822	35538	85108	58292	89129	23632	45723	14463	36865	56095	75694	45590	75885	22282	83326	29010	2955	BPP09	HPP09	572	99473	70860	34871	XBPP-LCfail3	8308	88820	29827	18282	15710	59113	82620	9419	75315	85066	70231	53615	37084	41997	27290	7222	BPP10	HPP10	11404	17689	52456	34348	92807	16806	91028	13544	52107	84373	26369	79621	74647	14930	37147	47234	95186	139	10805	24917	BPP11	HPP11	90914	6752	94239	73677	52174	88175	37694	9120	83807	5222	38388	92782	10582	59182	77206	82745	21313	3532	21032	3148	BPP12	HPP12	BPP13	HPP13	6944	98445	1877	99175	71577	25472	56231	14481	42469	40567	79652	85677	21516	9095	71098	24053	90437	47183	90719	28639	BPP14	HPP14	47329	23202	38430	38153	68793	96097	19358	36974	33688	6406	5299	3803	83286	83245	35563	28277	32065	4410	99860	41441	BPP15	HPP15	19680	26164	15931	20094	11553	34706	5603	73485	71844	7517	17574	9823	70603	97993	22351	53957	10268	46990	32881	65936	BPP16	HPP16	94030	79339	59143	27159	66292	42116	30373	2102	47201	90749	74842	32432	74758	95713	15886	5307	20650	86540	32287	71074	BPP17	HPP17	69738	14407	79183	38443	42951	63343	60034	97944	46028	40752	54028	6480	58731	93468	8572	1238	61450	26942	40856	74259	BPP18	HPP18
5-methyl-THF			5-methyl-THF																																																																																																																																																																																																																																																																																																																																																	
aconitate			aconitate	397908	467654	485170	441894	338942	393967	469482	395534	282004	427423	522977	447433	426524	390075	498279	296611	493236	371450	454032	542727	279108	297073	365753	427544	481219	368450	400625	439471	475190	980292	469812	420848	410932	325436	515794	420474	268476	272906	607795	348678	427790	530794	573521	301403	415959	459999	251605	488940	851635	539392	420820	515246	493629	521414	470771	322453	527476	360846	319719	573728	533947	411536	348817	265973	383726	588811	488332	508497	550845	395110	271263	626896	436909	365419	439440	396365	570108	547831	444761	366363	712998	391158	511649	555786	268788	896970	393261	745487	445154	485621	389637	472123	674142	406460	749206	480149	447669	491030	615045	493216	311446	541473	591835	539576	504015	335878	432244	298338	617274	411688	466116	498129	417301	602947	376451	533070	520460	702776	539184	534330	467076	490285	374398	461913	439172	487800	522900	622174	610649	714535	557070	451717	479372	782610	493156	526422	675003	462725	645744	485926	503178	397882	543543	528361	701900	717589	392976	647680	491700	657854	659871	613984	441873	473902	661884	503309	531597	589608	606895	602557	667085	521733	413251	665803	423181	466221	492329	481469	550617	481308	720639	630133	492646	741257	791269	530402	439263	581042	594933	557453	541531	681215	769748	449906	658466	472557	557470	513261	591594	824706	763156	534981	614565	703134	566579	604431	808358	321023	561674	420601	437699	426943	450912	590461	586003	396846	646210	329541	420096	326123	417295	373550	297511	242086	320641	299506	402419	433223	219309	271599	219893	499342	441622	357465	334702	386699	451198	362853	387927	326504	284809	405817	409279	523581	483653	336813	337006	579865	465630	604971	388250	461793	550630	395795	718951	326678	479640	485135	572368	304124	652003	813952	449217	357416	460114	437293	255978	524639	512685	212334	558748	554616	339398	437634	586647	510397	289296	529220	461973	424616	532831	271920	384137	472357	433012	528467	252829	473057	383879	504431	557943	440516	690147	290319	778686	410111	434990	793277	375947	567607	335959	480678	519715	550500	880192	797441	489703	776650	921136	493198	575455	800565	624689	627640	930190	465707	677597	826587	549634	888313	590972	763202	581223	563014	673892	756829	767150	1107771	808563	674989	739121	556135	613023	639035	1019076	837103	591291	838678	1010314	644422	1210167	1114014	604029	993991	653236	739498	741874
adenine			adenine																																																																																																																																																																																																																																																																																																																																																	
adenylosuccinate			adenylosuccinate																																																																																																																																																																																																																																																																																																																																																	
adipate			adipate	72166	69948	70131	97027	102777	136166	98135	69366	69117	83749	63953	81799	68145	83502	66354	71603	91446	48139	65043	69209	59969	41782	64522	39342	43944	39869	55743	85621	97319	65080	48208	52120	59228	48419	45060	63294	48767	45707	46097	89909	54123	96839	71639	66079	26382	61053	37702	132759	73147	54653	80563	68723	31188	56634	57917	85814	51136	67539	40956	30217	45243	38797	42956	35656	26870	41142	42840	47881	38123	53364	44610	45402	27134	47025	37970	31535	117200	56916	37915	34435	49464	51028	39257	36583	36689	79882	52293	25624	29591	40288	39646	37563	51244	46804	39936	69106	51957	39223	32816	42039	46468	44528	35436	26998	50247	36124	30432	27095	37265	60717	30198	27398	32417	31221	45723	37709	23557	35810	41063	48995	52194	54575	59447	57895	48659	36279	66097	34612	39651	50864	68068	22546	32334	44305	34391	37800	53371	38375	39990	27094	42135	39345	23073	24946	33459	66411	34331	39765	55882	47182	116234	37525	47603	54996	43916	26730	37031	41431	53087	79590	67665	45768	33363	38004	17874	48885	47363	39478	36775	30698	44610	35854	59567	44790	44202	39345	28900	23311	48559	25951	38527	50882	41463	38206	32693	53353	45920	71085	42552	62475	78866	44061	45093	45435	43308	80717	50875	61554	70770	25297	30897	63453	35383	46751	27747	56922	53173	31717	37456	43916	34704	23976	24746	32952	31074	28527	59424	37137	36126	33478	28884	36130	51142	23031	38311	33548	41937	42289	30913	18826	31437	57530	41706	41283	70489	66946	46183	52133	52498	58832	38513	29446	46816	50664	41242	80241	41232	29547	37378	50974	84320	47598	27124	41432	53305	67837	42953	70050	52657	33695	50951	81546	70451	42354	47098	65623	36552	40906	37999	24840	37621	43774	68841	50079	71759	73070	32725	52296	40745	70587	39730	62167	74287	51433	65155	70872	47808	47444	38746	41065	35897	39005	41060	86632	73893	51728	50790	53914	91442	50459	66765	71362	34268	55311	67387	77233	45484	64665	40990	36379	40440	58886	63832	34038	51126	90820	72685	113542	53222	64344	48407	51082	64829	54899	35999	86744	49297	39939	101177	45925	40181	40161	69534	35331	35768	21261	45663
alpha-ketoglutarate			alpha-ketoglutarate	337328	273183	241841	298981	202250	136661	173440	231691	166476	183238	225384	181335	260931	192409	174505	198019	228444	244155	209520	263850	212653	199775	254087	263469	230503	166680	199111	157967	224994	319529	171367	175920	192081	180228	221673	256919	178398	147277	243991	213133	181729	214791	186420	186309	190120	259754	196361	245776	224874	195185	154848	218197	195088	264534	263753	186190	218179	179642	234942	147666	169663	171965	225657	144839	192160	208782	167365	216944	250674	177069	153366	233513	176638	185663	215789	199586	299658	254812	177917	182436	218768	186085	229283	413216	176936	343501	173919	254458	230883	205940	263979	178028	223117	156731	242088	138155	249785	267461	194005	194344	189853	181792	210817	188997	176891	154132	188691	208428	201423	154508	204871	223427	162373	225343	129941	153371	174436	244148	161789	155611	153803	180917	261524	156490	268507	224878	154909	172298	155442	134864	185287	172147	126669	162949	180876	202759	172760	161778	215639	320124	177459	175309	224304	196165	259088	202098	133859	196884	171180	175358	139055	202206	179480	170926	140280	197045	180595	212780	167664	116819	198243	158753	92540	169197	117942	112387	101166	134768	100342	184658	121156	110907	123789	188484	390516	143887	134623	353211	176302	95338	156640	172499	126953	109439	446542	151137	141604	158755	106344	184599	97454	106437	139204	167167	346319	102822	635865	126101	172811	156413	152715	87807	135623	162260	145465	117471	214526	168899	172690	107783	92012	140044	94519	97407	155844	68756	153395	145285	134868	146874	100010	88448	122597	83084	149713	488813	312473	267017	463563	340366	303115	275500	299755	330237	371176	273765	254422	511825	301700	421400	301058	405996	257355	217236	399649	237523	378697	577284	289604	208301	303947	312933	537001	208608	478289	322947	266524	305027	303916	237478	469849	276280	374511	298487	413065	332845	263647	383440	394177	626279	399699	369663	287012	265378	311094	313981	287217	315357	291867	313374	328052	374957	368459	325490	404384	266409	272520	356815	339823	420153	278534	582533	342666	447376	406051	336591	330353	460764	365506	343750	324367	424765	317706	374418	386564	405619	368111	373191	457720	797557	366238	392508	354950	818995	496721	408924	435173	416015	672404	408150	439433	639971	510109	459499	432448	387160	998042	386365	239379	497718	400628	566593	389910	437935	368639	867428	476824
AMP			AMP	147231	629414	497188	508308	186906	505876	502039	1449259	213176	530294	512840	119452	587531	235230	499956	351825	473221	173411	458864	316262	612531	615068	135095	551117	546329	412047	567542	260560	329194	947875	864398	160243	152082	138050	146595	374562	357919	1058705	1460538	431665	462000	658178	251363	583207	136484	573314	388991	536076	548261	690639	208270	1024003	178025	197413	168522	216243	268414	488618	572393	1100143	337999	848822	422026	259572	175601	403396	139927	549343	355435	246733	442479	416648	397793	180958	583042	693708	258680	307597	557270	94247	279283	317515	950322	677625	309081	210650	392391	110933	134171	466378	1422455	163393	608294	335128	260318	208892	271041	174051	894545	284294	87727	275681	455862	213925	799209	763252	533698	202319	205274	470342	135080	456304	126939	513596	436616	1124062	306310	562588	391518	140713	244178	277504	958911	183813	617700	173629	435022	159860	630745	354672	266209	207587	58200	128861	137879	489743	535109	173646	156116	490757	362099	143721	604748	771539	1062304	274905	121900	384703	241781	1043167	231575	548618	259801	145563	207275	327236	139030	519727	355833	210676	783365	251608	131551	1066586	103791	1204695	125746	213317	578849	401206	98376	514210	333323	1102917	201124	134687	757755	993233	670013	160371	566093	84305	741324	588335	680018	191788	466943	634255	134498	1310688	203662	293816	558015	400987	755089	339875	596906	1069195	1677450	163816	419477	127813	449092	263704	597340	395310	350901	1052825	582068	462483	134109	375457	67275	145438	314774	171519	268199	472947	344809	453653	469437	574895	518180	136771	659235	132528	537648	149688	1513652	953182	310145	383941	439169	474855	738659	468921	304896	407147	510414	669278	401280	633464	842273	496490	371422	547574	532973	140635	531345	159951	154032	783377	352054	335527	776566	1341532	241176	1635863	305073	128682	1541456	668275	355554	674917	421551	889222	462582	974033	662591	142492	588847	651431	367347	763212	512802	716470	827338	410251	589972	1207431	213272	394481	608222	362578	354092	93276	817554	645380	475140	543087	260108	133197	586933	667232	560300	300736	903876	693898	214618	344395	394061	649908	458275	456324	639554	1363815	900957	1199848	640144	915141	221080	1036758	673564	148098	575266	863491	123919	884293	955680	431157	689468	1045309	540696	648416	428122	577579	768487	312879	790757	639309	798255	170022	365465	310523	588912	167645	612096
ADP			ADP	15342	1419815	1223474	997373	889472	1270870	1558213	2010091	824501	1345564	1039636	556263	1737085	696463	1036110	866194	1182060	596529	1296143	901646	1700535	1626995	23227	1219244	1614433	1619509	905637	814864	661663	2115551	1990178	504147	702262	730350	616242	516924	1048665	1158590	1260507	1395138	1519912	2243726	760656	994063	19686	1414491	866547	1226188	1135685	1339900	928451	1427220	1575046	1534911	648684	667605	947209	945948	1663967	2748063	867181	1639271	1026445	1120521	809690	1812070	27988	1259336	810281	1252871	969212	1174681	1350697	551463	1210527	925652	827259	1116868	1335680	334002	556611	1114697	1316141	921265	523635	367423	1204641	312805	17296	1239259	2401015	628099	1685664	959489	518129	1279714	721164	901249	1947299	678408	507449	1122632	1538963	851207	1253348	1826170	987954	1202879	735142	1613290	24339	1259438	12780	1236405	1688324	2181898	1055822	1766762	1641078	788494	1242959	1069182	1810844	1471533	1258820	1108939	989883	838736	1422806	1294537	790109	1019741	526750	767564	19710	1318462	1349889	853708	838366	1034591	1413379	862971	1581467	2037056	2843601	1761078	605981	1951516	1425506	2884893	791183	1213150	1018123	1139681	1138637	1069236	26088	1428820	1371887	1045642	1871358	771304	17851	2005523	441206	1232372	889274	622468	2186427	1102971	481806	1096645	686972	2301726	230552	488008	1152723	1402643	643281	20183	1238056	504918	1542626	1362749	1505383	1253883	933142	2077774	535586	1702848	624541	1120613	1046983	1136943	1574679	1015672	1227807	1614504	1654674	420465	1016167	21332	1059970	742495	1404799	1137072	991979	491932	871123	985045	459451	533243	308996	598088	496192	558564	292714	535955	547608	727682	550719	970250	1240054	20602	757930	5484	755386	596944	877095	836336	499149	465087	432892	655750	1261847	710063	457837	783949	1382911	1194835	635161	725614	773615	764442	811470	1869679	1773200	25079	949696	830993	555704	1030740	232976	729505	1536348	1670040	517576	1552569	985682	423571	929380	1041612	1476531	1325791	564433	1310852	581547	1199434	942091	22070	839641	391277	1017820	1943666	1099449	1332204	1738146	1974195	2469779	1213523	691081	766851	982013	1334881	1031210	512097	1425321	840897	634179	1279234	1152734	16219	1307143	1254434	1063965	2637388	1460083	1304361	608867	1496626	1540683	1911641	1159163	1113497	1510451	1666743	2280088	2361489	2207484	1166969	789292	1390926	1319459	24180	1353232	1799997	760342	1380137	1192142	1179189	1294622	2099769	1382744	2450369	1790093	1620920	914882	762279	1396229	1753182	1742340	660095	934693	1047232	1635389	33013	1383001
bilirubin			bilirubin																																																																																																																																																																																																																																																																																																																																																	
cAMP			cAMP	2050	7062	5018	6863	8920	4839	6126	5383	4832	3531	4645	5387	5204	4273	3902	3159	4832	9662	4080	4646	7431	5203	2787	6318	4460	6316	1672	5574	5521	4393	2230	3517	5389	2602	3532	7247	5949	4463	6318	3530	5234	7619	3980	6132	2415	4646	4274	7063	10415	3903		3993	4285	4271	3716	7061	7060	4460	5574	7246	4269	2787	5574	4460	7055	8170	2708	6832	5761	6137	4085	7619	3711	2838	6476	10061		5017	4460	2909	5951	4273	3867	4811	4638	5599	10777	4092		2787	4103	4646	3215	8362	5017	3031	2969	9848	3902	7432	5760	5760	4162	5022		7779	5946	3815	3531	7804		3526	1908	4301	2787	4451	3530	6318	3150	5137	4831	7995	6323		4836		10963	4088	7301	5043	6820	5761	3159	4274		4645	4274	3014	3900	4458	3902	10029	6318	4682	5663	5015	3716	7223	2973	8178	4813	5016	5388	4459	6866	8702	3857	6839	3774	4238	5203	5952	2416	9105	5945	7061	5760	3900	9470	5016	5761	5309	4646	7990	4156	4082	5388	7983	8337		5389	5954	4369	6822	5203	4088	6847	6136	8548	5204	4831	6132	7659	7804	4465	5947	8176	6493	6874	4662	3343		5760	10772	4284	5384	4645	6318	6132	6503	3716	5393	4086	3716	6194	4650	5201	6293	6224	5946	3634	3316	2787		3744	3903	6482	5946	3643	5575	3706	4952	6312	4465	5028	6504	5390	6099	3531	3159	4644	2714	5389	2973	3531	7433	4832	2596	4645	6334	6504	7990	3721	5235	4831	6644	3531	8914	4088	4352	5923	5772	3159	7038	7248	3427	5087	6132	4088	2569	7991	4603	15282	7569	4832	12231	5389	7050	5761	9458	4453	6318	7434	5212	7990	7405	5941	4398	8280	6826	1872	2577	10407	8739	4088	3372	6684	5388	2785	4569	5553	8148	5017	6324	2978	12281	6876	8362	2977	15740	8542	5389	5862	2027	6690	9663	4835	6690	6217	7860	5962	4438	6242	5946	8548	5809	4831	9268	9461	7433	10778	6132	10407	4655	6486	1858	4608
CDP			CDP		2601			1673			1858		2602				1858							2230			2416					2787	3345	5947		3717			2787		1858		3531						2973		2973	2416				3159	6318							2037									3348					2044			7061	5947				2230								3531		2416					2044						1672			1859	4646				3159			3165			3531	2230				3159		2787							3159							1301	4460					2230										2416									4832			4275		2416					2602												3902																			1858	2038	3531													2973			2974				1672		2342	3340		742			2787	3159					1858	2601				2416	4832		1115	2044	1672	2044		1301	2410	1301		4460			6876	1301	3716			7247		6318	1682		1301	2229		1858			2602	8734	21928					2602		1487		2044		3344	3531	929	1673	3717	2044	5252	4274			6318	4274		2044			2789	2601	2787	4646			1114			3902	2230			1659		1487	6318	5760	6690	4645	9477		2263	2044	5946		2787	1672	1672	2225		
citrate			citrate	9389365	14389358	14268564	12707136	11704381	12892095	16201418	11071415	9855933	15510092	14519798	12627942	12301009	11702266	14390282	8971001	14729081	12082920	17000031	14983061	9238908	10839548	12225825	13297670	19335749	13136476	12778260	14453345	16055855	25572623	15830043	14611631	11406077	11228906	13383958	12191385	10169609	7639195	15246418	13629114	12448995	18025845	16062719	8254703	11780870	14715085	9120692	14984874	24272126	17242062	13901624	16860981	17685658	15373564	10929567	12961838	17782921	11655335	7904162	14179333	15602170	11202441	12719585	8787986	14258482	19092745	12211354	16110963	15109213	14796810	8935424	22148500	15932082	12146233	12601398	10509587	18207015	18522242	14468255	10872522	17871375	11988909	16661107	11207953	7526322	20742284	11322007	17975776	12234004	13958947	9283037	17090191	18702590	13101748	21222202	17520364	13432265	12635281	17548955	10393260	9477776	13747605	16455786	15763910	14039122	10628509	11351613	8888907	17462813	12789104	12859693	13132831	9802799	14869159	10576650	11772787	15458635	15805313	18756944	14779943	12857259	11312096	8037148	12140173	8965172	14116461	13200055	16762569	15813660	22039614	12976958	12879612	17481995	22985555	14114080	14842394	16087714	14213381	14364517	10339151	11940007	14611440	18499027	15387928	15961571	20819488	13881091	16880406	15870526	18533265	13875871	17912717	13686350	16974546	19152253	18891854	14835056	18139116	18387870	18281694	17625683	17085009	14085642	19092165	10229682	12415448	14325480	15945449	16790163	16181581	22116321	17748596	16558547	19284727	17335962	15282562	13447235	14621949	17139683	15372374	17979018	22342295	23207071	12794640	17044638	18560201	16823775	12959982	19381300	21600349	23639759	16057184	15571853	20632433	13802211	17921167	17587556	12086287	15965884	13276395	14467265	14862904	15375394	21311212	15335335	13939890	13494314	12328585	11226559	11312593	10441173	11433615	10292291	7901907	11751167	9169219	15072762	13706602	8774275	8280176	7427758	13747607	14713807	12993155	12201270	10389483	13044187	10899597	9087726	7190984	11408676	13748518	14102089	13399673	17130996	8909825	9609125	11684470	13498761	13607312	12840490	10954971	14499280	9401527	14698832	11374964	14301658	13102918	14533182	8812010	18425102	18706761	9125059	13069669	14801768	11797444	7856750	13929066	19861599	9700469	12962380	16719196	8638820	15088469	12063514	11298472	7947390	14040372	9795674	10644930	14954603	6978362	4449692	17400397	8550253	13762364	8481677	11581554	10577757	14817495	18443488	15395189	20436872	10526435	18078349	12636321	14449290	17973695	10685924	13249686	10023136	12249768	15535595	12274512	19486017	19737166	9846760	20456642	18441158	14072005	19471001	23854341	17032452	18144161	18595863	13661754	19922972	18196216	13774100	19934857	18263507	17860065	13583956	15720302	18050062	18501024	22930246	30180681	17382555	17935099	14455344	13971541	13598603	15480512	22010270	19690702	13870750	17327725	22522738	15372692	33506732	20517635	19272386	22948520	19127126	16121148	19810573
isocitrate			isocitrate	832295	798954	886136	887945	459144	700825	873641	664721	478141	660146	780083	749819	763763	592239	688520	523209	837664	550148	715335	875839	443401	572445	800790	705197	650194	477765	543627	712294	877412	1631157	921570	617634	748532	349860	540015	760657	400280	435954	1006386	560074	678306	842821	727665	596856	769644	723363	426707	871417	1380681	868959	596011	746419	904029	690556	617478	521974	740218	453416	533542	952908	870804	608931	618322	415112	496511	1051623	890878	930122	842294	468113	413101	862026	666615	507855	823489	740669	1059435	1103659	721236	502521	1197632	658098	909188	884353	481151	1576031	550911	904197	807625	866652	671695	608374	961889	651096	1293662	678338	572394	710591	1019157	686166	347521	813356	991194	691375	839300	410406	756730	336697	1124057	510821	839570	778196	816744	853165	596374	885600	684461	1145404	667736	702074	609965	705508	680238	841444	713815	663173	847113	893590	963502	971542	988532	651911	571744	1030918	918453	877718	1256857	596312	1017014	739600	774992	518453	770823	905611	1421990	774505	515942	993413	646161	948471	1220297	824796	695791	821657	933997	699241	1101317	988639	940102	1190190	1296731	855148	1238918	1390765	1020142	1035186	908204	825610	1043903	1136993	1395163	1352210	867413	1577732	1758958	938084	929228	1542496	1229510	1236358	1215114	1082103	1572802	759604	1476990	836340	1163898	890877	1025618	1890294	1294474	1070726	1140138	1348103	1161348	1132958	1847804	684210	1312980	799954	1019720	1089116	960875	1186335	1127842	679243	1255925	698775	858732	755135	946247	753370	520228	504842	661694	677146	820415	900600	405492	630772	466774	968855	826724	940573	829884	744515	682956	569531	735340	506688	355225	704646	587299	821015	799182	532647	466565	786953	647131	994818	610596	699104	721867	590602	1011857	453970	717452	770753	761778	315253	760968	971139	799553	503659	680673	453828	321440	827505	725531	238281	833448	718433	472073	670151	814900	803285	360715	909766	665217	705763	742643	404459	670239	480958	530921	723349	383702	755862	500062	762120	582735	883719	1005405	392336	952568	430301	569644	1084464	503444	801614	386258	728660	796243	813077	1218875	812719	710715	1214322	1096982	485824	746497	905003	1050501	669770	1169004	643982	714975	1053243	599931	1591739	576733	841969	832447	933922	970457	989029	747022	1162737	1136956	1126399	1046823	733291	758088	989499	1129998	1059367	814577	942597	1436753	1079235	1508922	1737585	717169	2008277	737718	1004985	1018099
CMP			CMP	6271	20207	8291	22842	2259	10606	25145	21573	6625		10745	40321	8601	5991	10160	5699	7534	3268	7043	27848	11661	12538	4082	16518	4718	7843	37252		15413	10906	40971	2024			5357	6138	4482	11528	20910	9477	10111			13028	4267	16517	4451	4657	16628	103681	16637	5298	8405			21013		10218		9825	5149		13388	6431		48003	4825	15891	7806		8471	46019	9864		5028	12544	28229	10443	90291	6519	6875	15866	19041	31218	24143	19498	12263	5341	3345	13683	11355		67157	11335	8935	12981	24963	9346	55257	48082		6176	6248	68442	9859	4250	10127	5510		5163		22001	4094	17782	7490	6338		95450	4365			4585	30540	9051	12806	4220	5380		29518	24408	6979			13446		19059	10054	2264	10223	13563	4171		4802	11292	28364	4361	4274		2598	24758	4999	6868	14909	3253	6882	3672		23265		13907	9247	18447		75429	2956	11930		12450		9344	3699	5862	8930	11869	5646	8349	10811	17563	19898		16615	3695	5875	73688	48924	6795	7832	49071	3530	10345	71536	5003	10149	9631	12510	8005	8804		41253	6223	8854		12076	52985	18515	5504	43507	9917	127418		7345	15626		6002				11515	5305	17830	6016	7043	6508		19536	2720	15572	5524	67452	67181	8532	8015	11470	38552	8363	22200	31738	6642	4821	9281	25509	23925	13292	14577	6948	6821	20063	2544	12637		3154	5224	4990	11172	63620	22173	4063	32686	7984	3953	76758	15801	42717	2773	12509	120739	47392	78973	10564	2022	25732	17084	8308	10189	5293	13251	8175	12750	17287	31912	4632	24458	5194	8122	4409		24621	73092	11354	8645	2760	4398	17048	12794	19515	7745	12202	7866	8120	3739	11254	5298	5121	3840	4644	29569	46833	15085	17314	16593	5293	9400	18546	2644	18234	31237	6318	24021	28785	15064	13853	22026	25886	11849	7791	177641	30858	4464	7401	16573	6217	9723	4071	6676	10653	4667	31437
cystathionine			cystathionine	10967	17721	13603	15458	7345	10123	11383	13588	6208	7866	17893	32643	10037	11961	13028	18565	21110	9443	11603	15988	10143	8671	10049	14577	9242	4366	18793	12808	15152	25990	12573	11047	18107	5369	6802	7642	10403	8294	9703	4094	11589	9759	19834	9832	4865	11782	4674	10569	18619	15198	12505	11652	8509	6801	5654	7054	7853	16734	10521	12971	15518	6655	14891	9828	11905	8885	6755	14537	7797	5871		10382	12843	3987	11871	7937	5515	9976	8478	42876	11494	9379	8579	10362	41063	47673	13523	39458	7634	9551	6980	22999	8628	7239	6816	6863	8155	9124	13021	6261	36405	5604	7063	16106		64339	6680	13963	19690	12634	5683	14902	6209	16186	6410	17164	117	6559	4536	14900	11285	6735	31731	10559	8564	12891	7539	31540	15197	7761	21600	10575	5646	7484	10857	11779	3680	5212	13985	17035	6478	6658	4501	22985	24880	7709	9911	5342	3964	6211	22222	15010	5305	4779	11706	5387	4593	10562	9263	24528	2819	6849	5808	10173	8060	9484	8604	6049	10344	13727	13941	8232	8233	9466		33036	4038	57900		5296	9411	14710	11355		4585	11380	13902	42491	11818	8469	8175	5383	12264		14831		6270	10294	5267	14443	8129	6904	13751	17085	8322	5223	18988	13623	17547	12518	13295	6020	11030	3724	4510	9086	13273	12454	5181	10171	30257	12100	6976	5223	3276	9081	12918	10740	13243	15628	14015	8633	4014	13566	7272	10911	15438	27744	7345	12907	14655	21385	5966	14307	26842	13445	7969	5394	15594	9512	12229	10352	91230	9390	11979	7751	8681	4924	9143	4083	117330	6092	8032	11837	12300	13882	5555	17990	17608	8272	19470	13681	83046	10852	13240	7341	7649	9422	23077	10829	6246	10756	30829	10526	11390	5798	14222	13635	9289	12604	8130	11722	28091	10607	19699	10062	9670	17218	30723	16992	22654	19136	10998	6749	4373	18269	7069	11261	6228	33832	7562	13795	10564	6866	13101	5975	10817	6769	19667	15365	12830	8557	12845	10784	8726	12113	11598	11688	16535	17357	28069	12586	8088	64228	14556	11596	12713
cytidine			cytidine	3435	4970			3936	4861	12877				7991			2849				3887	4434	2711				7690	4204	4134		83809		5807	2044	8919	3697	5089		8735		3158	5478	6690	7280	6318		3425	4401	10395	3903	7682	3684	6318	15729	2539	3786	4969	6678	9628	8255	7060	6858	11103	7761	71561	3581	6916	12079	3582	9042	14530	5203	16494	9477	10558	7433	5400	6596	8697	11498	10572		6886		4058	5743	6483	8658	27116	8362	10015	8595	8224	3634	6690		4981	7601	12148	4936	1831	12507	4996	4088	4104	5181	5401	6081	4189	7957	12014	12804	10447	10784	14451	9291	10704	10456	11522	9324	12451	7472	7203	12822	8871	8911	9641	4734	9836	12394	14340	18794	8177	5992	9512	9682	9291	9763	13558	8703	13763	9195	7463	8800	4998	5920	11832	7148	36739	5854	5491	8215	18555	12629	3933	7264	6121	8252	2855	5785	8375	8362	10963	8734	14701	20736	23228	14444	11856	26956	14782		11758	12950	17964	24515	17270	21053	14866	15424	19326	19697	16432	22579	17357	11335	16524	21135	28576	17652	13794	29496	22213	22299	24793	19404	20858	18498	29544	17250	16210	15856	25379	18398	16478	19240	18212	18838	17252	28263	25105	23971	23600	19916	9654	25569	15470	15196	26348	10860	38254	11209	18209	22669	12788	32540	20625	21556	2005	4748								6645			7991		3752	2724	3709						5179	9458	3366			6370				7035	6504	4542		7823	5340		4803		9269	8598	8286	8135	6864	10379	12422	36345		8548			3075	4935	4677	9280	3111		3920	5389		1890		5946		5900	6066	7166	7061			10774	2963			9550	12400	6690	4247		8993		4088	5758		8734		3306	8112	16527	10372	32893	7618	3386	3789	12425	6319	5016	4207	10367	6180	10974	7288	12449	8734	4160	8813	13198	7433	5760	9133	18955
dCMP			dCMP																																																																																																																																																																																																																																																																																																																																																	
DHAP/glyceraldehyde 3P			DHAP/glyceraldehyde 3P																																																																																																																																																																																																																																																																																																																																																	
dTMP			dTMP																																																																																																																																																																																																																																																																																																																																																	
dUMP			dUMP																																																																																																																																																																																																																																																																																																																																																	
erythrose-4-phosphate			erythrose-4-phosphate																																																																																																																																																																																																																																																																																																																																																	
