OE_Metabolite	BioAge_Metabolite
HILIC-pos_1473	HILIC-pos_QI4383
HILIC-pos_1949	HILIC-pos_QI4383
HILIC-pos_4132	HILIC-pos_QI4384
HILIC-pos_4094	HILIC-pos_QI4403
HILIC-pos_1088	HILIC-pos_QI4588
HILIC-pos_556	HILIC-pos_QI4395
HILIC-pos_5498	HILIC-pos_QI4399
HILIC-pos_4831	HILIC-pos_QI4407
HILIC-pos_1502	HILIC-pos_QI4409
HILIC-pos_1920	HILIC-pos_QI4409
HILIC-pos_1047	HILIC-pos_QI4410
HILIC-pos_5282	HILIC-pos_QI4410
HILIC-pos_5538	HILIC-pos_QI4172
HILIC-pos_1766	HILIC-pos_QI4412
HILIC-pos_4817	HILIC-pos_QI4414
HILIC-pos_1183	HILIC-pos_QI4416
HILIC-pos_1055	HILIC-pos_QI4417
HILIC-pos_4928	HILIC-pos_QI4420
HILIC-pos_5393	HILIC-pos_QI4424
HILIC-pos_3153	HILIC-pos_QI4426
HILIC-pos_1990	HILIC-pos_QI4430
HILIC-pos_4325	HILIC-pos_QI4433
HILIC-pos_4767	HILIC-pos_QI4434
HILIC-pos_979	HILIC-pos_QI4435
HILIC-pos_3592	HILIC-pos_QI4437
HILIC-pos_3865	HILIC-pos_QI4422
HILIC-pos_1386	HILIC-pos_QI4441
HILIC-pos_1429	HILIC-pos_QI4445
HILIC-pos_1046	HILIC-pos_QI4446
HILIC-pos_1147	HILIC-pos_QI4245
HILIC-pos_279	HILIC-pos_QI4690
HILIC-pos_3895	HILIC-pos_QI4439
HILIC-pos_4952	HILIC-pos_QI4452
HILIC-pos_5743	HILIC-pos_QI4201
HILIC-pos_5025	HILIC-pos_QI4455
HILIC-pos_3565	HILIC-pos_QI4459
HILIC-pos_4173	HILIC-pos_QI4459
HILIC-pos_1676	HILIC-pos_QI4460
HILIC-pos_1488	HILIC-pos_QI4462
HILIC-pos_1991	HILIC-pos_QI4462
HILIC-pos_4072	HILIC-pos_QI4231
HILIC-pos_1279	HILIC-pos_QI4531
HILIC-pos_3845	HILIC-pos_QI4482
HILIC-pos_4231	HILIC-pos_QI4484
HILIC-pos_1174	HILIC-pos_QI4489
HILIC-pos_520	HILIC-pos_QI4490
HILIC-pos_1704	HILIC-pos_QI4491
HILIC-pos_4370	HILIC-pos_QI4747
HILIC-pos_261	HILIC-pos_QI4499
HILIC-pos_3846	HILIC-pos_QI4502
HILIC-pos_5833	HILIC-pos_QI4503
HILIC-pos_5486	HILIC-pos_QI4504
HILIC-pos_1068	HILIC-pos_QI4506
HILIC-pos_508	HILIC-pos_QI4508
HILIC-pos_3600	HILIC-pos_QI4508
HILIC-pos_3776	HILIC-pos_QI4511
HILIC-pos_1366	HILIC-pos_QI4499
HILIC-pos_1709	HILIC-pos_QI4513
HILIC-pos_4852	HILIC-pos_QI4521
HILIC-pos_1779	HILIC-pos_QI4522
HILIC-pos_1428	HILIC-pos_QI4522
HILIC-pos_397	HILIC-pos_QI4578
HILIC-pos_4027	HILIC-pos_QI4578
HILIC-pos_107	HILIC-pos_QI4578
HILIC-pos_281	HILIC-pos_QI4578
HILIC-pos_3917	HILIC-pos_QI4578
HILIC-pos_115	HILIC-pos_QI4578
HILIC-pos_1104	HILIC-pos_QI4529
HILIC-pos_2010	HILIC-pos_QI4531
HILIC-pos_1620	HILIC-pos_QI4531
HILIC-pos_477	HILIC-pos_QI4533
HILIC-pos_3609	HILIC-pos_QI4533
HILIC-pos_1348	HILIC-pos_QI4537
HILIC-pos_5315	HILIC-pos_QI4537
HILIC-pos_1710	HILIC-pos_QI4539
HILIC-pos_4801	HILIC-pos_QI4549
HILIC-pos_4042	HILIC-pos_QI4782
HILIC-pos_4214	HILIC-pos_QI4783
HILIC-pos_1514	HILIC-pos_QI4550
HILIC-pos_1772	HILIC-pos_QI4550
HILIC-pos_1788	HILIC-pos_QI4556
HILIC-pos_488	HILIC-pos_QI4555
HILIC-pos_3105	HILIC-pos_QI4555
HILIC-pos_2680	HILIC-pos_QI4557
HILIC-pos_1719	HILIC-pos_QI4563
HILIC-pos_3504	HILIC-pos_QI4565
HILIC-pos_3535	HILIC-pos_QI4565
HILIC-pos_3909	HILIC-pos_QI4565
HILIC-pos_4333	HILIC-pos_QI4565
HILIC-pos_3991	HILIC-pos_QI4565
HILIC-pos_2188	HILIC-pos_QI4511
HILIC-pos_1580	HILIC-pos_QI4339
HILIC-pos_5103	HILIC-pos_QI4571
HILIC-pos_5189	HILIC-pos_QI4571
HILIC-pos_4891	HILIC-pos_QI4577
HILIC-pos_4757	HILIC-pos_QI4578
HILIC-pos_4892	HILIC-pos_QI4579
HILIC-pos_4099	HILIC-pos_QI4343
HILIC-pos_2112	HILIC-pos_QI4589
HILIC-pos_5280	HILIC-pos_QI4591
HILIC-pos_2989	HILIC-pos_QI4399
HILIC-pos_5680	HILIC-pos_QI4595
HILIC-pos_5176	HILIC-pos_QI4599
HILIC-pos_5386	HILIC-pos_QI4779
HILIC-pos_5752	HILIC-pos_QI4600
HILIC-pos_5722	HILIC-pos_QI4604
HILIC-pos_4734	HILIC-pos_QI4616
HILIC-pos_2950	HILIC-pos_QI4608
HILIC-pos_3337	HILIC-pos_QI4618
HILIC-pos_2576	HILIC-pos_QI4621
HILIC-pos_1562	Cortexolone
HILIC-pos_3591	HILIC-pos_QI4626
HILIC-pos_3683	HILIC-pos_QI4627
HILIC-pos_901	HILIC-pos_QI4431
HILIC-pos_1290	HILIC-pos_QI4798
HILIC-pos_5212	HILIC-pos_QI4632
HILIC-pos_3412	HILIC-pos_QI4422
HILIC-pos_3605	HILIC-pos_QI4422
HILIC-pos_5959	HILIC-pos_QI4801
HILIC-pos_1918	HILIC-pos_QI4642
HILIC-pos_1398	HILIC-pos_QI4642
HILIC-pos_4758	HILIC-pos_QI4645
HILIC-pos_4428	HILIC-pos_QI4647
HILIC-pos_1100	HILIC-pos_QI4650
HILIC-pos_896	HILIC-pos_QI4653
HILIC-pos_874	HILIC-pos_QI4654
HILIC-pos_4111	HILIC-pos_QI4656
HILIC-pos_1946	HILIC-pos_QI4667
HILIC-pos_1280	HILIC-pos_QI4670
HILIC-pos_5666	HILIC-pos_QI4655
HILIC-pos_1084	HILIC-pos_QI4674
HILIC-pos_915	HILIC-pos_QI4675
HILIC-pos_4379	HILIC-pos_QI4679
HILIC-pos_286	HILIC-pos_QI4869
HILIC-pos_173	HILIC-pos_QI4695
HILIC-pos_3596	HILIC-pos_QI4699
HILIC-pos_4308	HILIC-pos_QI4920
HILIC-pos_519	HILIC-pos_QI4922
HILIC-pos_1912	HILIC-pos_QI4462
HILIC-pos_2628	HILIC-pos_QI4707
HILIC-pos_1613	HILIC-pos_QI4707
HILIC-pos_328	HILIC-pos_QI4709
HILIC-pos_5293	HILIC-pos_QI4713
HILIC-pos_154	HILIC-pos_QI4719
HILIC-pos_364	HILIC-pos_QI4719
HILIC-pos_4752	HILIC-pos_QI4719
HILIC-pos_4305	HILIC-pos_QI4939
HILIC-pos_5377	HILIC-pos_QI4537
HILIC-pos_6061	HILIC-pos_QI4726
HILIC-pos_1463	HILIC-pos_QI4730
HILIC-pos_1985	HILIC-pos_QI4730
HILIC-pos_3651	HILIC-pos_QI4729
HILIC-pos_4857	HILIC-pos_QI4732
HILIC-pos_4855	HILIC-pos_QI4733
HILIC-pos_4299	HILIC-pos_QI4738
HILIC-pos_4698	HILIC-pos_QI4739
HILIC-pos_5124	HILIC-pos_QI4742
HILIC-pos_5829	HILIC-pos_QI4746
HILIC-pos_5493	HILIC-pos_QI4747
HILIC-pos_5784	HILIC-pos_QI4565
HILIC-pos_2507	HILIC-pos_QI4957
HILIC-pos_3646	HILIC-pos_QI4957
HILIC-pos_2318	HILIC-pos_QI4957
HILIC-pos_2147	HILIC-pos_QI4957
HILIC-pos_2237	HILIC-pos_QI4957
HILIC-pos_2381	HILIC-pos_QI4957
HILIC-pos_1812	HILIC-pos_QI4957
HILIC-pos_1794	HILIC-pos_QI4957
HILIC-pos_2740	HILIC-pos_QI4957
HILIC-pos_4484	HILIC-pos_QI4753
HILIC-pos_3514	HILIC-pos_QI4805
HILIC-pos_4062	HILIC-pos_QI4805
HILIC-pos_4158	HILIC-pos_QI4759
HILIC-pos_5120	HILIC-pos_QI4760
HILIC-pos_5440	HILIC-pos_QI4516
HILIC-pos_2122	HILIC-pos_QI4763
HILIC-pos_2259	HILIC-pos_QI4763
HILIC-pos_2155	HILIC-pos_QI4763
HILIC-pos_1432	Cortisone
HILIC-pos_1090	HILIC-pos_QI4765
HILIC-pos_3611	HILIC-pos_QI4768
HILIC-pos_4971	HILIC-pos_QI4778
HILIC-pos_1540	HILIC-pos_QI4780
HILIC-pos_2297	HILIC-pos_QI4780
HILIC-pos_574	HILIC-pos_QI4783
HILIC-pos_1881	HILIC-pos_QI4785
HILIC-pos_1413	HILIC-pos_QI4785
HILIC-pos_5198	HILIC-pos_QI4787
HILIC-pos_3090	HILIC-pos_QI4616
HILIC-pos_3990	HILIC-pos_QI4789
HILIC-pos_3931	HILIC-pos_QI4789
HILIC-pos_1284	HILIC-pos_QI4798
HILIC-pos_255	HILIC-pos_QI4798
HILIC-pos_4417	HILIC-pos_QI4800
HILIC-pos_1512	HILIC-pos_QI4803
HILIC-pos_2569	HILIC-pos_QI4804
HILIC-pos_914	HILIC-pos_QI4806
HILIC-pos_4754	HILIC-pos_QI4807
HILIC-pos_219	HILIC-pos_QI4808
HILIC-pos_5338	HILIC-pos_QI4810
HILIC-pos_4997	HILIC-pos_QI4812
HILIC-pos_4343	HILIC-pos_QI4815
HILIC-pos_4415	HILIC-pos_QI4815
HILIC-pos_4768	HILIC-pos_QI4817
HILIC-pos_1395	HILIC-pos_QI4972
HILIC-pos_1906	HILIC-pos_QI4972
HILIC-pos_2176	HILIC-pos_QI4825
HILIC-pos_434	HILIC-pos_QI4824
HILIC-pos_223	HILIC-pos_QI4825
HILIC-pos_947	HILIC-pos_QI4825
HILIC-pos_765	HILIC-pos_QI4826
HILIC-pos_5336	HILIC-pos_QI4828
HILIC-pos_4168	HILIC-pos_QI4595
HILIC-pos_4222	HILIC-pos_QI4834
HILIC-pos_5006	HILIC-pos_QI4838
HILIC-pos_963	HILIC-pos_QI4901
HILIC-pos_3995	HILIC-pos_QI4852
HILIC-pos_4021	HILIC-pos_QI4852
HILIC-pos_3951	HILIC-pos_QI4852
HILIC-pos_927	HILIC-pos_QI4852
HILIC-pos_217	HILIC-pos_QI4852
HILIC-pos_4380	HILIC-pos_QI4854
HILIC-pos_5343	HILIC-pos_QI4615
HILIC-pos_2890	HILIC-pos_QI4619
HILIC-pos_2039	C14:1_carnitine
HILIC-pos_5620	HILIC-pos_QI4864
HILIC-pos_573	HILIC-pos_QI5012
HILIC-pos_563	HILIC-pos_QI4874
HILIC-pos_4818	HILIC-pos_QI4874
HILIC-pos_4653	HILIC-pos_QI4875
HILIC-pos_1769	HILIC-pos_QI4876
HILIC-pos_928	HILIC-pos_QI4876
HILIC-pos_453	HILIC-pos_QI4876
HILIC-pos_221	HILIC-pos_QI4876
HILIC-pos_1743	HILIC-pos_QI4876
HILIC-pos_5294	HILIC-pos_QI4881
HILIC-pos_4571	HILIC-pos_QI5024
HILIC-pos_2617	HILIC-pos_QI4898
HILIC-pos_1611	HILIC-pos_QI4898
HILIC-pos_1319	HILIC-pos_QI4727
HILIC-pos_5144	HILIC-pos_QI4903
HILIC-pos_5469	HILIC-pos_QI4905
HILIC-pos_900	HILIC-pos_QI4912
HILIC-pos_2003	HILIC-pos_QI4911
HILIC-pos_1441	HILIC-pos_QI4911
HILIC-pos_4983	HILIC-pos_QI4915
HILIC-pos_1303	HILIC-pos_QI5055
HILIC-pos_5159	HILIC-pos_QI4920
HILIC-pos_5442	HILIC-pos_QI4921
HILIC-pos_3696	HILIC-pos_QI4924
HILIC-pos_5026	HILIC-pos_QI4925
HILIC-pos_883	HILIC-pos_QI4928
HILIC-pos_1402	HILIC-pos_QI5055
HILIC-pos_757	HILIC-pos_QI4931
HILIC-pos_5165	HILIC-pos_QI4939
HILIC-pos_5087	HILIC-pos_QI4940
HILIC-pos_845	HILIC-pos_QI4946
HILIC-pos_174	HILIC-pos_QI4949
HILIC-pos_4792	HILIC-pos_QI4950
HILIC-pos_1525	HILIC-pos_QI4739
HILIC-pos_1889	HILIC-pos_QI4952
HILIC-pos_1397	HILIC-pos_QI4952
HILIC-pos_1352	HILIC-pos_QI4953
HILIC-pos_950	HILIC-pos_QI4958
HILIC-pos_884	HILIC-pos_QI4961
HILIC-pos_1919	HILIC-pos_QI4960
HILIC-pos_3886	HILIC-pos_QI4763
HILIC-pos_2649	HILIC-pos_QI4972
HILIC-pos_3207	HILIC-pos_QI4971
HILIC-pos_561	HILIC-pos_QI4971
HILIC-pos_912	HILIC-pos_QI4971
HILIC-pos_1639	HILIC-pos_QI4975
HILIC-pos_920	HILIC-pos_QI4974
HILIC-pos_2150	HILIC-pos_QI4975
HILIC-pos_1917	HILIC-pos_QI4981
HILIC-pos_4802	HILIC-pos_QI4983
HILIC-pos_5420	HILIC-pos_QI4949
HILIC-pos_353	HILIC-pos_QI5025
HILIC-pos_3595	HILIC-pos_QI4987
HILIC-pos_2935	HILIC-pos_QI4989
HILIC-pos_4807	HILIC-pos_QI4990
HILIC-pos_3206	HILIC-pos_QI4993
HILIC-pos_910	HILIC-pos_QI4993
HILIC-pos_2802	HILIC-pos_QI4993
HILIC-pos_909	HILIC-pos_QI4999
HILIC-pos_4873	HILIC-pos_QI5002
HILIC-pos_5410	HILIC-pos_QI5005
HILIC-pos_1369	HILIC-pos_QI5009
HILIC-pos_4240	HILIC-pos_QI4806
HILIC-pos_894	HILIC-pos_QI5020
HILIC-pos_1401	HILIC-pos_QI5022
HILIC-pos_823	HILIC-pos_QI5023
HILIC-pos_5323	HILIC-pos_QI5024
HILIC-pos_1324	HILIC-pos_QI4899
HILIC-pos_5346	HILIC-pos_QI5024
HILIC-pos_5470	HILIC-pos_QI5028
HILIC-pos_3789	HILIC-pos_QI5032
HILIC-pos_565	HILIC-pos_QI5034
HILIC-pos_761	HILIC-pos_QI5036
HILIC-pos_1421	HILIC-pos_QI5150
HILIC-pos_727	HILIC-pos_QI5038
HILIC-pos_1360	HILIC-pos_QI4912
HILIC-pos_250	HILIC-pos_QI5042
HILIC-pos_5617	HILIC-pos_QI5011
HILIC-pos_3366	HILIC-pos_QI5044
HILIC-pos_879	HILIC-pos_QI5048
HILIC-pos_4661	HILIC-pos_QI4875
HILIC-pos_863	HILIC-pos_QI5050
HILIC-pos_4660	HILIC-pos_QI5052
HILIC-pos_1221	HILIC-pos_QI5055
HILIC-pos_1411	HILIC-pos_QI5055
HILIC-pos_1882	HILIC-pos_QI5055
HILIC-pos_5090	HILIC-pos_QI5056
HILIC-pos_1017	HILIC-pos_QI5059
HILIC-pos_1332	HILIC-pos_QI5063
HILIC-pos_923	HILIC-pos_QI5064
HILIC-pos_2168	HILIC-pos_QI5064
HILIC-pos_4654	HILIC-pos_QI5066
HILIC-pos_971	HILIC-pos_QI5067
HILIC-pos_1205	HILIC-pos_QI5068
HILIC-pos_1438	HILIC-pos_QI5070
HILIC-pos_1978	HILIC-pos_QI5070
HILIC-pos_4794	HILIC-pos_QI5071
HILIC-pos_1609	HILIC-pos_QI5075
HILIC-pos_2162	HILIC-pos_QI5075
HILIC-pos_921	HILIC-pos_QI5073
HILIC-pos_4438	HILIC-pos_QI5077
HILIC-pos_4629	HILIC-pos_QI5081
HILIC-pos_4793	HILIC-pos_QI5082
HILIC-pos_2641	HILIC-pos_QI5083
HILIC-pos_2603	HILIC-pos_QI5083
HILIC-pos_4795	HILIC-pos_QI5076
HILIC-pos_1167	HILIC-pos_QI5090
HILIC-pos_1001	HILIC-pos_QI5096
HILIC-pos_2823	HILIC-pos_QI5096
HILIC-pos_2911	HILIC-pos_QI5083
HILIC-pos_1752	HILIC-pos_QI5083
HILIC-pos_2737	HILIC-pos_QI5083
HILIC-pos_2192	HILIC-pos_QI5083
HILIC-pos_2444	HILIC-pos_QI5083
HILIC-pos_4791	HILIC-pos_QI5084
HILIC-pos_3132	HILIC-pos_QI5082
HILIC-pos_2045	HILIC-pos_QI5083
HILIC-pos_4549	HILIC-pos_QI5082
HILIC-pos_3342	HILIC-pos_QI5082
HILIC-pos_2912	HILIC-pos_QI5104
HILIC-pos_176	HILIC-pos_QI5104
HILIC-pos_1403	HILIC-pos_QI5104
HILIC-pos_1877	HILIC-pos_QI5104
HILIC-pos_2676	HILIC-pos_QI5105
HILIC-pos_897	HILIC-pos_QI5108
HILIC-pos_1096	HILIC-pos_QI5109
HILIC-pos_860	HILIC-pos_QI5110
HILIC-pos_4316	HILIC-pos_QI5112
HILIC-pos_3466	HILIC-pos_QI5231
HILIC-pos_858	HILIC-pos_QI5116
HILIC-pos_694	HILIC-pos_QI5118
HILIC-pos_2121	HILIC-pos_QI5119
HILIC-pos_875	HILIC-pos_QI5124
HILIC-pos_892	HILIC-pos_QI5125
HILIC-pos_2081	HILIC-pos_QI5126
HILIC-pos_687	HILIC-pos_QI5126
HILIC-pos_1345	HILIC-pos_QI5132
HILIC-pos_913	HILIC-pos_QI5138
HILIC-pos_871	HILIC-pos_QI5139
HILIC-pos_1520	HILIC-pos_QI5253
HILIC-pos_1893	HILIC-pos_QI5253
HILIC-pos_853	HILIC-pos_QI5141
HILIC-pos_729	HILIC-pos_QI5142
HILIC-pos_1240	HILIC-pos_QI5147
HILIC-pos_864	HILIC-pos_QI5146
HILIC-pos_299	HILIC-pos_QI5148
HILIC-pos_1416	HILIC-pos_QI5150
HILIC-pos_1885	HILIC-pos_QI5150
HILIC-pos_822	HILIC-pos_QI5153
HILIC-pos_1586	HILIC-pos_QI5188
HILIC-pos_615	HILIC-pos_QI5155
HILIC-pos_1470	HILIC-pos_QI5160
HILIC-pos_1992	HILIC-pos_QI5160
HILIC-pos_5096	HILIC-pos_QI5164
HILIC-pos_800	HILIC-pos_QI5167
HILIC-pos_2863	HILIC-pos_QI5168
HILIC-pos_581	HILIC-pos_QI5170
HILIC-pos_3973	HILIC-pos_QI5171
HILIC-pos_1821	HILIC-pos_QI5028
HILIC-pos_1012	HILIC-pos_QI5179
HILIC-pos_1999	HILIC-pos_QI5187
HILIC-pos_3288	HILIC-pos_QI5187
HILIC-pos_1735	HILIC-pos_QI5187
HILIC-pos_2380	HILIC-pos_QI5187
HILIC-pos_1803	HILIC-pos_QI5187
HILIC-pos_3003	HILIC-pos_QI5187
HILIC-pos_360	HILIC-pos_QI5188
HILIC-pos_4392	HILIC-pos_QI5191
HILIC-pos_2777	HILIC-pos_QI5192
HILIC-pos_1198	HILIC-pos_QI5192
HILIC-pos_1371	HILIC-pos_QI5195
HILIC-pos_1964	HILIC-pos_QI5195
HILIC-pos_1435	HILIC-pos_QI5196
HILIC-pos_1775	HILIC-pos_QI5198
HILIC-pos_732	HILIC-pos_QI5200
HILIC-pos_5541	HILIC-pos_QI5203
HILIC-pos_2594	HILIC-pos_QI5204
HILIC-pos_3289	HILIC-pos_QI5207
HILIC-pos_938	HILIC-pos_QI5209
HILIC-pos_388	HILIC-pos_QI5209
HILIC-pos_2233	HILIC-pos_QI5209
HILIC-pos_1797	HILIC-pos_QI5209
HILIC-pos_1202	HILIC-pos_QI5216
HILIC-pos_905	HILIC-pos_QI5219
HILIC-pos_733	HILIC-pos_QI5223
HILIC-pos_1412	HILIC-pos_QI5223
HILIC-pos_2008	HILIC-pos_QI5224
HILIC-pos_571	HILIC-pos_QI5224
HILIC-pos_878	HILIC-pos_QI5227
HILIC-pos_637	HILIC-pos_QI5228
HILIC-pos_582	C18:2_carnitine
HILIC-pos_4440	HILIC-pos_QI5077
HILIC-pos_813	HILIC-pos_QI5235
HILIC-pos_674	HILIC-pos_QI5236
HILIC-pos_5289	HILIC-pos_QI5237
HILIC-pos_1406	HILIC-pos_QI5243
HILIC-pos_4691	HILIC-pos_QI5244
HILIC-pos_4718	HILIC-pos_QI5246
HILIC-pos_898	HILIC-pos_QI5247
HILIC-pos_818	HILIC-pos_QI5248
HILIC-pos_700	HILIC-pos_QI5249
HILIC-pos_1467	HILIC-pos_QI5253
HILIC-pos_1932	HILIC-pos_QI5253
HILIC-pos_2040	HILIC-pos_QI5298
HILIC-pos_1508	HILIC-pos_QI5119
HILIC-pos_849	HILIC-pos_QI5256
HILIC-pos_756	HILIC-pos_QI5258
HILIC-pos_2627	HILIC-pos_QI5262
HILIC-pos_1615	HILIC-pos_QI5262
HILIC-pos_5109	HILIC-pos_QI5265
HILIC-pos_601	HILIC-pos_QI5272
HILIC-pos_4951	HILIC-pos_QI5275
HILIC-pos_2196	HILIC-pos_QI5276
HILIC-pos_5114	HILIC-pos_QI5281
HILIC-pos_5631	HILIC-pos_QI5137
HILIC-pos_5516	HILIC-pos_QI5295
HILIC-pos_5599	HILIC-pos_QI5295
HILIC-pos_5726	HILIC-pos_QI5295
HILIC-pos_5407	HILIC-pos_QI5295
HILIC-pos_5846	HILIC-pos_QI5295
HILIC-pos_5748	HILIC-pos_QI5295
HILIC-pos_2383	HILIC-pos_QI5288
HILIC-pos_2226	HILIC-pos_QI5288
HILIC-pos_891	HILIC-pos_QI5290
HILIC-pos_570	HILIC-pos_QI5436
HILIC-pos_3374	HILIC-pos_QI5291
HILIC-pos_598	HILIC-pos_QI5291
HILIC-pos_2371	HILIC-pos_QI5295
HILIC-pos_3970	HILIC-pos_QI5296
HILIC-pos_158	HILIC-pos_QI5305
HILIC-pos_4286	HILIC-pos_QI5306
HILIC-pos_4970	HILIC-pos_QI5307
HILIC-pos_996	HILIC-pos_QI5311
HILIC-pos_1296	HILIC-pos_QI5310
HILIC-pos_841	HILIC-pos_QI5312
HILIC-pos_587	HILIC-pos_QI5316
HILIC-pos_1264	HILIC-pos_QI5318
HILIC-pos_1782	HILIC-pos_QI5316
HILIC-pos_1515	HILIC-pos_QI5316
HILIC-pos_1099	HILIC-pos_QI5319
HILIC-pos_1199	HILIC-pos_QI5320
HILIC-pos_4346	HILIC-pos_QI5153
HILIC-pos_2127	HILIC-pos_QI5322
HILIC-pos_3296	HILIC-pos_QI5322
HILIC-pos_2047	HILIC-pos_QI5322
HILIC-pos_3002	HILIC-pos_QI5322
HILIC-pos_865	HILIC-pos_QI5326
HILIC-pos_2206	HILIC-pos_QI5329
HILIC-pos_2126	HILIC-pos_QI5328
HILIC-pos_715	HILIC-pos_QI5327
HILIC-pos_1576	HILIC-pos_QI5328
HILIC-pos_745	HILIC-pos_QI5331
HILIC-pos_4991	HILIC-pos_QI5332
HILIC-pos_5507	HILIC-pos_QI5333
HILIC-pos_1206	HILIC-pos_QI5334
HILIC-pos_3297	HILIC-pos_QI5335
HILIC-pos_850	HILIC-pos_QI5339
HILIC-pos_663	HILIC-pos_QI5341
HILIC-pos_605	HILIC-pos_QI5343
HILIC-pos_4522	HILIC-pos_QI5346
HILIC-pos_349	HILIC-pos_QI5347
HILIC-pos_3740	HILIC-pos_QI5348
HILIC-pos_4665	HILIC-pos_QI5354
HILIC-pos_5009	HILIC-pos_QI5355
HILIC-pos_1212	HILIC-pos_QI5356
HILIC-pos_812	HILIC-pos_QI5358
HILIC-pos_701	HILIC-pos_QI5359
HILIC-pos_1594	HILIC-pos_QI5502
HILIC-pos_569	HILIC-pos_QI5362
HILIC-pos_779	HILIC-pos_QI5363
HILIC-pos_5537	HILIC-pos_QI5203
HILIC-pos_386	HILIC-pos_QI5366
HILIC-pos_4456	HILIC-pos_QI5365
HILIC-pos_1434	HILIC-pos_QI5370
HILIC-pos_1936	HILIC-pos_QI5370
HILIC-pos_772	HILIC-pos_QI5372
HILIC-pos_1505	HILIC-pos_QI5241
HILIC-pos_2032	HILIC-pos_QI5241
HILIC-pos_584	HILIC-pos_QI5374
HILIC-pos_5017	HILIC-pos_QI5376
HILIC-pos_5427	HILIC-pos_QI5378
HILIC-pos_1418	HILIC-pos_QI5391
HILIC-pos_773	HILIC-pos_QI5388
HILIC-pos_447	HILIC-pos_QI5389
HILIC-pos_3194	HILIC-pos_QI5390
HILIC-pos_4950	HILIC-pos_QI5394
HILIC-pos_5131	HILIC-pos_QI5397
HILIC-pos_5437	HILIC-pos_QI5402
HILIC-pos_827	HILIC-pos_QI5399
HILIC-pos_1703	HILIC-pos_QI5404
HILIC-pos_3390	HILIC-pos_QI5403
HILIC-pos_2674	HILIC-pos_QI5404
HILIC-pos_1482	HILIC-pos_QI5409
HILIC-pos_1143	HILIC-pos_QI5409
HILIC-pos_1938	HILIC-pos_QI5409
HILIC-pos_2797	HILIC-pos_QI5409
HILIC-pos_3493	HILIC-pos_QI5409
HILIC-pos_3807	HILIC-pos_QI5410
HILIC-pos_3543	HILIC-pos_QI5409
HILIC-pos_5127	HILIC-pos_QI5411
HILIC-pos_550	HILIC-pos_QI5522
HILIC-pos_1146	HILIC-pos_QI5415
HILIC-pos_842	HILIC-pos_QI5417
HILIC-pos_579	HILIC-pos_QI5418
HILIC-pos_2313	HILIC-pos_QI5421
HILIC-pos_1711	HILIC-pos_QI5423
HILIC-pos_5080	HILIC-pos_QI5429
HILIC-pos_2004	HILIC-pos_QI5434
HILIC-pos_1509	HILIC-pos_QI5433
HILIC-pos_834	HILIC-pos_QI5435
HILIC-pos_604	HILIC-pos_QI5436
HILIC-pos_1713	HILIC-pos_QI5438
HILIC-pos_3363	HILIC-pos_QI5439
HILIC-pos_5029	HILIC-pos_QI5441
HILIC-pos_3967	HILIC-pos_QI5444
HILIC-pos_2913	HILIC-pos_QI5443
HILIC-pos_4562	C18:1_carnitine
HILIC-pos_975	HILIC-pos_QI5447
HILIC-pos_777	HILIC-pos_QI5448
HILIC-pos_833	HILIC-pos_QI5449
HILIC-pos_3351	HILIC-pos_QI5453
HILIC-pos_3328	HILIC-pos_QI5424
HILIC-pos_714	HILIC-pos_QI5456
HILIC-pos_810	HILIC-pos_QI5457
HILIC-pos_4525	HILIC-pos_QI5458
HILIC-pos_1487	HILIC-pos_QI5462
HILIC-pos_1951	HILIC-pos_QI5462
HILIC-pos_1213	HILIC-pos_QI5464
HILIC-pos_1327	HILIC-pos_QI5311
HILIC-pos_4485	HILIC-pos_QI5473
HILIC-pos_672	HILIC-pos_QI5466
HILIC-pos_1994	HILIC-pos_QI5303
HILIC-pos_585	HILIC-pos_QI5470
HILIC-pos_867	HILIC-pos_QI5470
HILIC-pos_4517	C16:0_LPE_HILIC-pos
HILIC-pos_4556	HILIC-pos_QI5475
HILIC-pos_1349	HILIC-pos_QI5328
HILIC-pos_948	HILIC-pos_QI5478
HILIC-pos_673	HILIC-pos_QI5479
HILIC-pos_5434	HILIC-pos_QI5333
HILIC-pos_4766	HILIC-pos_QI5482
HILIC-pos_1133	HILIC-pos_QI5486
HILIC-pos_1923	HILIC-pos_QI5493
HILIC-pos_4749	HILIC-pos_QI5492
HILIC-pos_1449	HILIC-pos_QI5493
HILIC-pos_5142	HILIC-pos_QI5496
HILIC-pos_882	HILIC-pos_QI5499
HILIC-pos_872	HILIC-pos_QI5641
HILIC-pos_5539	HILIC-pos_QI5614
HILIC-pos_531	HILIC-pos_QI5508
HILIC-pos_5158	HILIC-pos_QI5509
HILIC-pos_1455	HILIC-pos_QI5511
HILIC-pos_843	HILIC-pos_QI5514
HILIC-pos_861	HILIC-pos_QI5516
HILIC-pos_640	HILIC-pos_QI5520
HILIC-pos_5151	HILIC-pos_QI5528
HILIC-pos_770	HILIC-pos_QI5532
HILIC-pos_750	HILIC-pos_QI5533
HILIC-pos_1426	HILIC-pos_QI5534
HILIC-pos_3839	HILIC-pos_QI5535
HILIC-pos_3676	HILIC-pos_QI5535
HILIC-pos_3474	HILIC-pos_QI5535
HILIC-pos_1516	HILIC-pos_QI5539
